sample-id	md
sample1	3
sample2	2
sample3	1
sample4	5
sample5	8
sample6	6
sample7	1
sample8	7
sample9	2
sample10	2
sample11	3
sample12	6
sample13	1
sample14	9
sample15	7
sample16	5
sample17	3
sample18	5
sample19	9
sample20	7
sample21	1
sample22	9
sample23	3
sample24	1
sample25	8
sample26	6
sample27	6
sample28	8
sample29	7
sample30	5
sample31	9
sample32	9
sample33	1
sample34	6
sample35	1
sample36	4
sample37	9
sample38	3
sample39	8
sample40	3
sample41	5
sample42	5
sample43	5
sample44	1
sample45	2
sample46	1
sample47	3
sample48	8
sample49	2
sample50	5
sample51	9
sample52	1
sample53	8
sample54	3
sample55	2
sample56	3
sample57	4
sample58	7
sample59	5
sample60	9
sample61	6
sample62	2
sample63	7
sample64	1
sample65	2
sample66	5
sample67	2
sample68	1
sample69	7
sample70	1
sample71	6
sample72	2
sample73	5
sample74	4
sample75	8
sample76	9
sample77	4
sample78	4
sample79	2
sample80	3
sample81	2
sample82	4
sample83	5
sample84	1
sample85	7
sample86	5
sample87	2
sample88	3
sample89	4
sample90	8
sample91	2
sample92	4
sample93	8
sample94	6
sample95	8
sample96	7
sample97	5
sample98	7
sample99	3
sample100	2
sample101	7
sample102	6
sample103	5
sample104	8
sample105	3
sample106	5
sample107	5
sample108	9
sample109	1
sample110	9
sample111	5
sample112	5
sample113	6
sample114	7
sample115	2
sample116	9
sample117	8
sample118	4
sample119	7
sample120	4
sample121	6
sample122	1
sample123	2
sample124	3
sample125	2
sample126	9
sample127	9
sample128	4
sample129	5
sample130	4
sample131	5
sample132	3
sample133	3
sample134	7
sample135	1
sample136	4
sample137	4
sample138	6
sample139	3
sample140	5
sample141	7
sample142	2
sample143	8
sample144	1
sample145	3
sample146	8
sample147	6
sample148	9
sample149	4
sample150	6
sample151	9
sample152	1
sample153	2
sample154	5
sample155	6
sample156	3
sample157	7
sample158	2
sample159	1
sample160	6
sample161	4
sample162	6
sample163	2
sample164	2
sample165	8
sample166	8
sample167	3
sample168	5
sample169	6
sample170	1
sample171	5
sample172	9
sample173	7
sample174	8
sample175	8
sample176	1
sample177	9
sample178	1
sample179	7
sample180	4
sample181	9
sample182	9
sample183	4
sample184	7
sample185	9
sample186	4
sample187	1
sample188	6
sample189	4
sample190	2
sample191	6
sample192	3
sample193	2
sample194	2
sample195	6
sample196	6
sample197	4
sample198	4
sample199	7
sample200	6
sample201	9
sample202	6
sample203	1
sample204	4
sample205	6
sample206	2
sample207	5
sample208	3
sample209	2
sample210	9
sample211	2
sample212	9
sample213	2
sample214	9
sample215	7
sample216	2
sample217	4
sample218	4
sample219	7
sample220	1
sample221	8
sample222	8
sample223	5
sample224	6
sample225	7
sample226	5
sample227	7
sample228	2
sample229	7
sample230	5
sample231	8
sample232	2
sample233	3
sample234	3
sample235	4
sample236	5
sample237	1
sample238	3
sample239	7
sample240	9
sample241	9
sample242	7
sample243	1
sample244	5
sample245	1
sample246	6
sample247	9
sample248	2
sample249	6
sample250	4
sample251	5
sample252	8
sample253	1
sample254	1
sample255	5
sample256	1
sample257	8
sample258	3
sample259	7
sample260	2
sample261	3
sample262	1
sample263	8
sample264	5
sample265	3
sample266	2
sample267	7
sample268	5
sample269	5
sample270	7
sample271	4
sample272	8
sample273	7
sample274	5
sample275	6
sample276	3
sample277	8
sample278	3
sample279	4
sample280	6
sample281	2
sample282	9
sample283	1
sample284	9
sample285	3
sample286	5
sample287	2
sample288	3
sample289	8
