sample-id	md
sample1	8
sample2	6
sample3	4
sample4	7
sample5	9
sample6	3
sample7	1
sample8	7
sample9	1
sample10	6
sample11	2
sample12	2
sample13	8
sample14	9
sample15	4
sample16	5
sample17	8
sample18	7
sample19	6
sample20	7
sample21	2
sample22	6
sample23	8
sample24	5
sample25	2
sample26	4
sample27	1
sample28	8
sample29	2
sample30	4
sample31	8
sample32	3
sample33	7
sample34	4
sample35	3
sample36	1
sample37	1
sample38	8
sample39	6
sample40	1
sample41	2
sample42	6
sample43	5
sample44	3
sample45	7
sample46	8
sample47	2
sample48	4
sample49	2
sample50	6
sample51	6
sample52	8
sample53	3
sample54	1
sample55	4
sample56	6
sample57	5
sample58	7
sample59	4
sample60	8
sample61	3
sample62	9
sample63	8
sample64	6
sample65	5
sample66	4
sample67	6
sample68	4
sample69	2
sample70	5
sample71	8
sample72	9
sample73	2
sample74	1
sample75	6
sample76	2
sample77	9
sample78	9
sample79	1
sample80	1
sample81	1
sample82	4
sample83	9
sample84	5
sample85	8
sample86	4
sample87	3
sample88	3
sample89	1
sample90	8
sample91	4
sample92	7
sample93	4
sample94	4
sample95	2
sample96	5
sample97	8
sample98	2
sample99	6
sample100	7
sample101	6
sample102	4
sample103	7
sample104	8
sample105	3
sample106	1
sample107	2
sample108	9
sample109	8
sample110	4
sample111	9
sample112	2
sample113	5
sample114	7
sample115	9
sample116	9
sample117	4
sample118	1
sample119	6
sample120	4
sample121	9
sample122	1
sample123	5
sample124	1
sample125	3
sample126	6
sample127	8
sample128	6
sample129	5
sample130	2
sample131	5
sample132	9
sample133	3
sample134	6
sample135	3
sample136	6
sample137	8
sample138	3
sample139	1
sample140	5
sample141	1
sample142	3
sample143	8
sample144	6
sample145	1
sample146	9
sample147	6
sample148	5
sample149	3
sample150	7
sample151	1
sample152	4
sample153	2
sample154	8
sample155	7
sample156	6
sample157	6
sample158	3
sample159	2
sample160	5
sample161	7
sample162	4
sample163	5
sample164	2
sample165	7
sample166	3
sample167	8
sample168	9
sample169	2
sample170	1
sample171	2
sample172	4
sample173	7
sample174	5
sample175	5
sample176	2
sample177	6
sample178	2
sample179	5
sample180	7
sample181	1
sample182	8
sample183	7
sample184	2
sample185	5
sample186	2
sample187	2
sample188	9
sample189	8
sample190	5
sample191	1
sample192	2
sample193	2
sample194	8
sample195	4
sample196	9
sample197	1
sample198	1
sample199	5
sample200	6
sample201	7
sample202	9
sample203	4
sample204	5
sample205	2
sample206	3
sample207	3
sample208	4
sample209	4
sample210	3
sample211	9
sample212	2
sample213	3
sample214	7
sample215	3
sample216	4
sample217	3
sample218	9
sample219	1
sample220	8
sample221	2
sample222	6
sample223	2
sample224	7
sample225	2
sample226	7
sample227	4
sample228	1
sample229	4
sample230	7
sample231	3
sample232	8
sample233	4
sample234	6
sample235	6
sample236	9
sample237	8
sample238	9
sample239	3
sample240	8
sample241	2
sample242	8
sample243	3
sample244	6
sample245	6
sample246	3
sample247	9
sample248	6
sample249	2
sample250	3
sample251	7
sample252	8
sample253	9
sample254	6
sample255	4
sample256	4
sample257	3
sample258	3
sample259	4
sample260	3
sample261	2
sample262	5
sample263	6
sample264	5
sample265	9
sample266	4
sample267	6
sample268	7
sample269	4
sample270	1
sample271	5
sample272	2
sample273	8
sample274	9
sample275	9
sample276	9
sample277	8
sample278	6
sample279	3
sample280	5
sample281	4
sample282	9
sample283	4
sample284	8
sample285	3
sample286	1
sample287	2
sample288	8
sample289	8
sample290	9
sample291	3
sample292	5
sample293	7
sample294	1
sample295	9
sample296	3
sample297	1
sample298	4
sample299	8
sample300	9
sample301	9
sample302	7
sample303	5
sample304	3
sample305	4
sample306	5
sample307	6
sample308	3
sample309	6
sample310	4
sample311	4
sample312	4
sample313	2
sample314	1
sample315	9
sample316	7
sample317	4
sample318	8
sample319	4
sample320	2
sample321	4
sample322	9
sample323	4
sample324	5
sample325	4
sample326	6
sample327	9
sample328	8
sample329	3
sample330	5
sample331	2
sample332	9
sample333	7
sample334	8
sample335	4
sample336	8
sample337	8
sample338	6
sample339	9
sample340	2
sample341	4
sample342	1
sample343	6
sample344	8
sample345	2
sample346	8
sample347	2
sample348	9
sample349	2
sample350	4
sample351	9
sample352	3
sample353	2
sample354	8
sample355	7
sample356	4
sample357	9
sample358	3
sample359	2
sample360	6
sample361	6
sample362	7
sample363	2
sample364	8
sample365	3
sample366	6
sample367	4
sample368	4
sample369	2
sample370	4
sample371	2
sample372	9
sample373	6
sample374	3
sample375	6
sample376	9
sample377	7
sample378	2
sample379	4
sample380	5
sample381	6
sample382	5
sample383	1
sample384	3
sample385	8
sample386	8
sample387	1
sample388	4
sample389	7
sample390	2
sample391	6
sample392	6
sample393	9
sample394	7
sample395	4
sample396	6
sample397	4
sample398	9
sample399	9
sample400	7
sample401	5
sample402	2
sample403	6
sample404	8
sample405	6
sample406	4
sample407	2
sample408	6
sample409	8
sample410	3
sample411	1
sample412	2
sample413	6
sample414	3
sample415	2
sample416	1
sample417	7
sample418	6
sample419	7
sample420	9
sample421	1
sample422	4
sample423	3
sample424	7
sample425	1
sample426	2
sample427	1
sample428	8
sample429	7
sample430	7
sample431	7
sample432	1
sample433	8
sample434	9
sample435	5
sample436	2
sample437	6
sample438	1
sample439	9
sample440	7
sample441	3
sample442	2
sample443	9
sample444	2
sample445	3
sample446	3
sample447	6
sample448	6
sample449	1
sample450	7
sample451	7
sample452	8
sample453	6
sample454	8
sample455	7
sample456	8
sample457	2
sample458	2
sample459	7
sample460	8
sample461	1
sample462	1
