sample-id	md
sample1	1
sample2	6
sample3	5
sample4	5
sample5	1
sample6	5
sample7	8
sample8	9
sample9	7
sample10	5
sample11	6
sample12	8
sample13	5
sample14	7
sample15	8
sample16	4
sample17	7
sample18	1
sample19	7
sample20	8
sample21	3
sample22	5
sample23	3
sample24	6
sample25	4
sample26	5
sample27	6
sample28	5
sample29	8
sample30	1
sample31	7
sample32	2
sample33	9
sample34	2
sample35	2
sample36	2
sample37	6
sample38	7
sample39	6
sample40	3
sample41	9
sample42	9
sample43	3
sample44	6
sample45	8
sample46	6
sample47	4
sample48	3
sample49	8
sample50	1
sample51	5
sample52	6
sample53	3
sample54	9
sample55	9
sample56	6
sample57	3
sample58	1
sample59	3
sample60	5
sample61	4
sample62	3
sample63	2
sample64	8
sample65	7
sample66	2
sample67	8
sample68	4
sample69	3
sample70	2
sample71	3
sample72	7
sample73	1
sample74	8
sample75	6
sample76	5
sample77	2
sample78	6
sample79	1
sample80	5
sample81	4
sample82	1
sample83	3
sample84	1
sample85	2
sample86	2
sample87	8
sample88	2
sample89	3
sample90	5
sample91	5
sample92	7
sample93	2
sample94	9
sample95	4
sample96	7
sample97	6
sample98	5
sample99	2
sample100	8
sample101	1
sample102	5
sample103	5
sample104	2
sample105	1
sample106	9
sample107	2
sample108	8
sample109	3
sample110	7
sample111	9
sample112	5
sample113	4
sample114	9
sample115	4
sample116	3
sample117	3
sample118	5
sample119	3
sample120	8
sample121	1
sample122	5
sample123	2
sample124	2
sample125	9
sample126	8
sample127	3
sample128	4
sample129	5
sample130	2
sample131	7
sample132	2
sample133	3
sample134	2
sample135	3
sample136	8
sample137	5
sample138	7
sample139	7
sample140	4
sample141	6
sample142	5
sample143	2
sample144	9
sample145	8
sample146	3
sample147	3
sample148	3
sample149	3
sample150	4
sample151	4
sample152	4
sample153	7
sample154	2
sample155	4
sample156	7
sample157	9
sample158	6
sample159	8
sample160	8
sample161	5
sample162	2
sample163	6
sample164	6
sample165	6
sample166	6
sample167	9
sample168	5
sample169	6
sample170	7
sample171	5
sample172	5
sample173	5
sample174	7
sample175	6
sample176	3
sample177	7
sample178	6
sample179	4
sample180	9
sample181	9
sample182	9
sample183	1
sample184	8
sample185	8
sample186	8
sample187	6
sample188	7
sample189	4
sample190	8
sample191	1
sample192	2
sample193	3
sample194	3
sample195	3
sample196	5
sample197	1
sample198	4
sample199	4
sample200	2
