#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample86	sample87	sample88	sample89	sample90	sample91	sample92	sample93	sample94	sample95	sample96	sample97	sample98	sample99	sample100	sample101	sample102	sample103	sample104	sample105	sample106	sample107	sample108	sample109	sample110	sample111	sample112	sample113	sample114	sample115	sample116	sample117	sample118	sample119	sample120	sample121	sample122	sample123	sample124	sample125	sample126	sample127	sample128	sample129	sample130	sample131	sample132	sample133	sample134	sample135	sample136	sample137	sample138	sample139	sample140	sample141	sample142	sample143	sample144	sample145	sample146	sample147	sample148	sample149	sample150	sample151	sample152	sample153	sample154	sample155	sample156	sample157	sample158	sample159	sample160	sample161	sample162	sample163	sample164	sample165	sample166	sample167	sample168	sample169	sample170	sample171	sample172	sample173	sample174	sample175	sample176	sample177	sample178	sample179	sample180	sample181	sample182	sample183	sample184	sample185	sample186	sample187	sample188	sample189	sample190	sample191	sample192	sample193	sample194	sample195	sample196	sample197	sample198	sample199	sample200
sp1	161410	3934	62945	0	0	0	0	0	0	14976	0	0	113852	60646	0	0	0	0	0	0	1	0	0	0	57933	1	0	0	0	0	0	0	0	0	0	0	0	0	95653	0	0	149464	0	0	0	0	0	71137	0	132857	0	0	0	0	0	0	0	0	0	0	75404	94680	24947	0	0	14190	151544	0	0	0	0	38604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23040	788	0	95127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71177	0	0	0	53606	0	12708	0	0	0	0	0	0	0	0	0	0	32932	0	0	105	0	0	0	0	0	0	162	97192	129189	0	74383	0	0	0	0	0	0	0	0	0	0	65413	0	0	0	0	0	0	0	0	0	0	0	84745	62734	0	3	0	0	0	0	33283	0	106898	10782	0	48084	3	0	0	1279	0	45259	0	0	111873	0	0	0	0
sp2	74146	0	64008	54260	0	104320	11667	58	0	1	0	0	11	69941	93451	149488	120751	12	0	89567	134994	83375	0	72555	95946	0	0	0	134977	0	75256	5759	0	0	133680	132249	0	44961	114086	0	0	40289	133266	0	0	0	0	14295	9	181616	62202	0	85611	1610	7	54555	47252	40680	7419	32063	24950	50821	58577	79449	0	10831	65301	1337	78432	71959	0	161617	0	0	0	81469	129945	117374	0	44935	35181	61831	31798	0	206	60619	163611	0	27419	98934	113486	3213	0	37081	73677	0	0	6	5173	58750	32623	86073	86931	96	0	0	8613	125601	45151	31519	0	0	0	0	0	0	65994	40914	0	75332	44596	60311	0	0	1	95587	86841	111326	0	12318	76291	1	0	0	23927	2173	67215	4	64986	124289	105229	14675	258	3378	0	61567	0	106487	21160	20117	21119	48703	0	122	0	0	299	112537	90994	3	39650	30509	150232	0	43223	35331	52700	0	0	16	10839	0	0	88832	104765	2737	19537	0	0	43081	34824	76352	77531	43369	117347	113547	0	22597	0	202	59596	67022	129697	0	134200	16626	143062	0	6104	0
sp3	89773	111178	110935	150069	154674	0	3743	0	275976	232618	92403	154173	12312	16	3922	331	84588	382987	337258	102371	101893	138963	200800	143641	50217	0	196410	346756	97554	283825	172288	261913	298943	223501	0	640	1	142413	33088	216236	291450	81472	134936	171008	311483	0	105133	0	251085	0	140166	186280	143289	253988	139711	0	311088	228326	195765	108346	25804	97359	173058	159078	350370	128338	0	105020	118799	243420	245454	48232	299328	252545	226358	126005	150614	0	353360	283832	349491	99846	185339	446907	266629	261266	0	297250	191485	0	47111	0	444955	256343	0	0	190492	158375	0	106261	120	136721	157994	0	0	0	0	37622	23062	46832	131637	407501	382940	165515	0	308308	237117	46073	335829	0	2564	226095	0	222626	283402	1138	140963	0	180067	248659	259971	10459	468624	60541	94966	100513	25802	309539	174634	133328	134181	66475	0	382750	7675	64474	88632	126688	9183	0	4213	272709	275348	178362	305548	257109	369548	170023	70731	280851	272158	100323	0	334985	273489	283991	99754	272554	267327	175176	320640	194127	368659	0	147989	0	0	176520	95270	262662	117091	163948	9968	28	174630	193109	0	81	219989	188285	0	208702	109323	226363	80693	442	103838	326515	47015	287721
sp4	0	0	0	0	5345	0	0	135105	0	0	0	0	0	0	20743	0	0	0	0	0	0	14077	0	0	0	80806	0	0	0	0	0	0	0	0	76035	0	91602	45784	0	0	0	0	1	0	0	196680	0	0	0	0	0	12	0	0	18520	0	0	0	0	0	0	0	0	57864	0	0	0	0	0	0	0	0	0	0	71371	0	0	0	0	0	0	118	0	0	0	0	0	40076	0	0	0	0	0	0	133167	143145	0	0	0	0	0	0	0	0	163092	206733	43442	0	140516	0	134387	0	0	0	149096	0	0	0	0	0	0	0	95522	0	0	0	0	0	0	0	2	0	0	53491	0	0	0	0	0	0	0	0	63688	0	36840	0	0	0	0	0	114707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49520	61703	4	54774	1149	0	0	0	0	88963	0	0	20	0	0	0	0	10031	0	0	0	39163	0
sp5	0	15	0	0	53731	152073	93618	625	38424	0	33312	42026	51752	68355	76783	103633	84301	0	0	84719	0	0	64250	86858	0	153026	59707	0	64480	4503	20917	0	0	0	101050	0	34046	58456	97786	622	0	10	0	0	0	48370	61635	142133	35231	39698	80453	0	0	45552	84211	115835	0	0	43913	41706	123542	31014	0	21687	0	82130	73250	135206	95175	32465	0	67997	0	0	0	46122	0	125499	0	0	0	12797	2	0	0	20783	11909	0	54097	43062	115431	176395	0	0	1	64086	2	79426	136711	108135	13606	73997	27828	23404	57147	149603	25541	69976	127123	79882	0	0	0	0	0	0	0	63829	0	0	155744	64	94284	0	24319	114171	75028	107234	0	40506	4010	163776	0	100163	0	74053	71291	0	0	43992	61135	147871	89229	0	96604	36070	10	122	96368	143308	6	0	14774	0	0	54660	0	30418	93016	45490	0	0	46928	0	0	0	0	46454	0	86446	0	0	0	0	0	118082	139399	65508	46085	16695	80732	0	62997	114465	52434	0	72223	188571	16351	0	149207	0	63103	84	0	76032	1	0	29368	0
sp6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27014	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	94842	46938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197164	0	0	51726	0	0	0	0	0	0	0	0	0	0	95837	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129932	55633	0	0	0	0	0	3	0	0	0	0	0	0	0	46419	0	0	0	0	1	0	0	0	0
sp7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1014	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	86124	0	0	0	0	0	0	0	0	34098	0	0	6287	0	1937	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	106338	0	0	0	0	0	0	21280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83352	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp9	0	97092	162119	0	326792	330594	8	2393	332470	201817	186589	191108	3984	2	15	119416	0	505987	467235	67676	0	0	390022	298295	97067	2	267799	391784	0	279921	190755	270863	456953	384366	0	101	0	178427	2867	235617	261652	5469	226814	392791	349337	0	113864	186217	279142	0	302050	402743	212820	212058	204565	0	468435	342823	432359	219560	173318	0	92189	177724	569917	97853	0	272057	323604	377487	502276	61867	405706	411671	245985	301563	0	9924	387673	359905	399329	128098	241114	497468	302669	266409	5470	249458	384117	0	206696	70870	522358	264721	0	0	365464	198084	67738	280968	0	0	288482	7038	0	0	0	292862	83760	200561	103782	562792	547067	376547	85883	610666	411247	213579	360746	0	350298	49346	0	134199	220132	105261	319008	341	265809	495491	201824	36263	578048	204543	1	291137	18046	434774	175569	53727	341687	261828	0	410272	0	0	1648	9134	6	85316	1	283324	390520	355941	396787	328492	397168	178779	65429	290315	347755	140508	83910	523913	271799	372368	32877	642450	446121	173970	306494	368311	471492	0	23658	0	0	430916	153166	204120	195493	177171	44071	108643	212049	198199	70499	146508	429167	221336	32	245741	165057	384105	8083	102051	66694	287370	0	453413
sp10	0	123809	29197	89947	144530	122927	0	13351	132376	34503	186941	78276	0	440	118198	122313	176863	12292	120816	185746	170429	154568	54663	104329	23658	0	105970	51640	94321	9698	129135	138269	136065	78152	133423	49341	178890	20960	0	135305	51123	1	132623	166156	14428	133837	190906	7	177298	0	177492	193806	90192	27968	115214	189856	53257	33775	193594	3592	0	60	158823	7257	136151	48400	0	170268	159443	50070	128160	90432	145367	183189	87013	113233	149011	2	105997	3067	4932	85231	80308	44501	25193	195498	5434	14626	139673	198644	95495	149128	39148	105684	126440	218689	148308	95009	199931	155659	111	74380	196912	49876	194859	160811	150906	184235	34192	199137	23291	121012	38650	152006	142151	99260	150057	133876	82832	133199	112005	40502	193811	0	0	86	132231	48643	168367	177358	168593	2252	79574	170673	74373	104987	74962	114733	10736	111184	180336	166121	151366	4	52558	145334	159606	0	0	106025	1812	79378	178392	135809	0	128232	0	163588	78742	48064	180557	69776	114479	89974	152161	100429	192103	158163	3711	113979	115233	149099	136097	0	89549	68878	179134	19870	85357	59760	191054	3929	138645	0	807	42674	49129	165984	35207	189978	90525	125922	17	5877	14369	0	123912	7811	18866	154243
