sample-id	md
sample1	5
sample2	5
sample3	4
sample4	3
sample5	4
sample6	5
sample7	9
sample8	3
sample9	3
sample10	7
sample11	8
sample12	8
sample13	7
sample14	3
sample15	8
sample16	4
sample17	6
sample18	9
sample19	9
sample20	2
sample21	7
sample22	9
sample23	5
sample24	8
sample25	5
sample26	3
sample27	3
sample28	5
sample29	6
sample30	3
sample31	4
sample32	7
sample33	4
sample34	3
sample35	2
sample36	8
sample37	8
sample38	8
sample39	5
sample40	3
sample41	5
sample42	5
sample43	8
sample44	6
sample45	4
sample46	8
sample47	7
sample48	8
sample49	2
sample50	5
sample51	1
sample52	1
sample53	3
sample54	7
sample55	9
sample56	1
sample57	5
sample58	3
sample59	4
sample60	4
sample61	5
sample62	8
sample63	8
sample64	3
sample65	9
sample66	7
sample67	2
sample68	2
sample69	8
sample70	3
sample71	7
sample72	6
sample73	6
sample74	2
sample75	9
sample76	7
sample77	1
sample78	3
sample79	6
sample80	1
sample81	8
sample82	7
sample83	4
sample84	5
sample85	6
sample86	2
sample87	7
sample88	4
sample89	4
sample90	5
sample91	8
sample92	8
sample93	1
sample94	2
sample95	9
sample96	7
sample97	2
sample98	7
sample99	8
sample100	4
sample101	6
sample102	8
sample103	9
sample104	5
sample105	1
sample106	4
sample107	3
sample108	6
sample109	9
sample110	1
sample111	4
sample112	8
sample113	2
sample114	2
sample115	8
sample116	7
sample117	9
sample118	4
sample119	6
sample120	9
sample121	9
sample122	4
sample123	8
sample124	1
sample125	7
sample126	8
sample127	6
sample128	3
sample129	2
sample130	9
sample131	8
sample132	8
sample133	1
sample134	1
sample135	4
sample136	9
sample137	6
sample138	5
sample139	7
sample140	7
sample141	7
sample142	8
sample143	2
sample144	6
sample145	4
sample146	8
sample147	3
sample148	6
sample149	9
sample150	1
sample151	6
sample152	6
sample153	6
sample154	3
sample155	7
sample156	6
sample157	4
sample158	6
sample159	2
sample160	9
sample161	2
sample162	9
sample163	9
sample164	5
sample165	7
sample166	2
sample167	7
sample168	8
sample169	5
sample170	3
sample171	7
sample172	7
sample173	1
sample174	3
sample175	1
sample176	2
sample177	2
sample178	9
sample179	5
sample180	9
sample181	2
sample182	8
sample183	7
sample184	8
sample185	7
sample186	1
sample187	5
sample188	7
sample189	2
sample190	5
sample191	7
sample192	4
sample193	4
sample194	2
sample195	1
sample196	1
sample197	5
sample198	9
sample199	2
sample200	1
