sample-id	md
sample1	5
sample2	8
sample3	5
sample4	6
sample5	3
sample6	7
sample7	5
sample8	1
sample9	3
sample10	6
sample11	3
sample12	8
sample13	8
sample14	5
sample15	4
sample16	6
sample17	2
sample18	5
sample19	4
sample20	2
sample21	6
sample22	1
sample23	8
sample24	4
sample25	9
sample26	2
sample27	1
sample28	3
sample29	7
sample30	3
sample31	4
sample32	2
sample33	8
sample34	9
sample35	2
sample36	2
sample37	6
sample38	1
sample39	5
sample40	3
sample41	7
sample42	4
sample43	3
sample44	2
sample45	5
sample46	2
sample47	5
sample48	1
sample49	9
sample50	9
