sample-id	md
sample1	2
sample2	7
sample3	4
sample4	7
sample5	6
sample6	1
sample7	2
sample8	7
sample9	6
sample10	5
sample11	3
sample12	8
sample13	7
sample14	5
sample15	2
sample16	3
sample17	1
sample18	9
sample19	1
sample20	6
sample21	4
sample22	7
sample23	9
sample24	1
sample25	9
sample26	5
sample27	3
sample28	5
sample29	4
sample30	3
sample31	3
sample32	6
sample33	7
sample34	6
sample35	4
sample36	2
sample37	5
sample38	8
sample39	9
sample40	7
sample41	5
sample42	2
sample43	4
sample44	4
sample45	2
sample46	9
sample47	3
sample48	3
sample49	1
sample50	5
sample51	9
sample52	2
sample53	9
sample54	1
sample55	4
sample56	7
sample57	7
sample58	6
sample59	3
sample60	1
sample61	3
sample62	2
sample63	4
sample64	8
sample65	4
sample66	5
sample67	1
sample68	8
sample69	2
sample70	1
sample71	6
sample72	3
sample73	8
sample74	2
sample75	9
sample76	8
sample77	1
sample78	3
sample79	4
sample80	8
sample81	1
sample82	6
sample83	4
sample84	8
sample85	7
sample86	2
sample87	8
sample88	8
sample89	5
sample90	9
sample91	4
sample92	8
sample93	6
sample94	5
sample95	3
sample96	1
sample97	7
sample98	1
sample99	1
sample100	6
sample101	6
sample102	9
sample103	8
sample104	5
sample105	6
sample106	3
sample107	7
sample108	7
sample109	7
sample110	8
sample111	5
sample112	5
sample113	1
sample114	7
sample115	7
sample116	6
sample117	7
sample118	7
sample119	4
sample120	5
sample121	6
sample122	3
sample123	6
sample124	6
sample125	9
sample126	9
sample127	1
sample128	2
sample129	6
sample130	6
sample131	8
sample132	1
sample133	9
sample134	8
sample135	4
sample136	1
sample137	5
sample138	9
sample139	9
sample140	9
sample141	1
sample142	2
sample143	5
sample144	1
sample145	6
sample146	6
sample147	2
sample148	3
sample149	7
sample150	5
sample151	9
sample152	5
sample153	5
sample154	7
sample155	3
sample156	3
sample157	8
sample158	7
sample159	2
sample160	2
sample161	6
sample162	4
sample163	8
sample164	7
sample165	9
sample166	2
sample167	1
sample168	4
sample169	4
sample170	4
sample171	2
sample172	9
sample173	7
sample174	9
sample175	5
sample176	3
sample177	8
sample178	8
sample179	1
sample180	7
sample181	2
sample182	8
sample183	7
sample184	5
sample185	1
sample186	3
sample187	5
sample188	2
sample189	2
sample190	5
sample191	4
sample192	7
sample193	8
sample194	3
sample195	9
sample196	1
sample197	2
sample198	8
sample199	7
sample200	8
sample201	7
sample202	9
sample203	6
sample204	2
sample205	1
sample206	5
sample207	9
sample208	5
sample209	1
sample210	2
sample211	2
sample212	4
sample213	5
sample214	7
sample215	7
sample216	8
sample217	4
sample218	9
sample219	2
sample220	3
sample221	6
sample222	4
sample223	4
sample224	8
sample225	7
sample226	8
sample227	4
sample228	5
sample229	1
sample230	3
sample231	5
sample232	8
sample233	8
sample234	3
sample235	3
sample236	1
sample237	1
sample238	7
sample239	1
sample240	1
sample241	6
sample242	3
sample243	1
sample244	6
sample245	9
sample246	2
sample247	3
sample248	3
sample249	9
sample250	3
sample251	5
sample252	9
sample253	3
sample254	6
sample255	5
sample256	6
sample257	4
sample258	7
sample259	8
sample260	4
sample261	3
sample262	7
sample263	5
sample264	6
sample265	1
sample266	3
sample267	9
sample268	9
sample269	4
sample270	7
sample271	3
sample272	4
sample273	8
sample274	9
sample275	2
sample276	1
sample277	2
sample278	6
sample279	6
sample280	5
sample281	2
sample282	2
sample283	1
sample284	4
sample285	7
sample286	7
sample287	6
sample288	1
sample289	1
