sample-id	md
sample1	7
sample2	1
sample3	9
sample4	3
sample5	3
sample6	4
sample7	2
sample8	9
sample9	4
sample10	4
sample11	3
sample12	6
sample13	6
sample14	9
sample15	7
sample16	3
sample17	4
sample18	8
sample19	7
sample20	9
sample21	8
sample22	4
sample23	6
sample24	7
sample25	2
sample26	7
sample27	2
sample28	4
sample29	4
sample30	2
sample31	7
sample32	2
sample33	8
sample34	7
sample35	6
sample36	6
sample37	7
sample38	6
sample39	9
sample40	5
sample41	5
sample42	5
sample43	7
sample44	9
sample45	2
sample46	8
sample47	3
sample48	9
sample49	6
sample50	2
sample51	6
sample52	7
sample53	7
sample54	5
sample55	7
sample56	6
sample57	7
sample58	5
sample59	1
sample60	1
sample61	4
sample62	1
sample63	1
sample64	4
sample65	7
sample66	6
sample67	3
sample68	3
sample69	1
sample70	3
sample71	8
sample72	9
sample73	2
sample74	8
sample75	4
sample76	1
sample77	8
sample78	6
sample79	2
sample80	5
sample81	4
sample82	1
sample83	2
sample84	9
sample85	9
sample86	1
sample87	2
sample88	8
sample89	4
sample90	9
sample91	4
sample92	2
sample93	9
sample94	9
sample95	9
sample96	9
sample97	6
sample98	9
sample99	1
sample100	6
sample101	5
sample102	7
sample103	4
sample104	7
sample105	1
sample106	4
sample107	9
sample108	3
sample109	3
sample110	1
sample111	7
sample112	6
sample113	8
sample114	2
sample115	9
sample116	8
sample117	3
sample118	8
sample119	8
sample120	9
sample121	9
sample122	6
sample123	6
sample124	1
sample125	9
sample126	6
sample127	3
sample128	1
sample129	9
sample130	3
sample131	2
sample132	2
sample133	2
sample134	8
sample135	3
sample136	8
sample137	5
sample138	2
sample139	7
sample140	4
sample141	1
sample142	7
sample143	4
sample144	2
sample145	3
sample146	4
sample147	4
sample148	9
sample149	9
sample150	6
sample151	3
sample152	4
sample153	2
sample154	1
sample155	9
sample156	4
sample157	3
sample158	5
sample159	4
sample160	1
sample161	3
sample162	6
sample163	7
sample164	2
sample165	6
sample166	4
sample167	7
sample168	6
sample169	8
sample170	7
sample171	5
sample172	1
sample173	2
sample174	2
sample175	6
sample176	2
sample177	2
sample178	8
sample179	3
sample180	3
sample181	4
sample182	2
sample183	6
sample184	1
sample185	2
sample186	5
sample187	8
sample188	1
sample189	7
sample190	7
sample191	7
sample192	7
sample193	1
sample194	7
sample195	2
sample196	2
sample197	4
sample198	8
sample199	1
sample200	1
sample201	6
sample202	9
sample203	7
sample204	8
sample205	5
sample206	2
sample207	8
sample208	1
sample209	9
sample210	1
sample211	3
sample212	1
sample213	3
sample214	8
sample215	5
sample216	1
sample217	7
sample218	2
sample219	3
sample220	1
sample221	1
sample222	5
sample223	3
sample224	4
sample225	1
sample226	4
sample227	8
sample228	3
sample229	5
sample230	3
sample231	5
sample232	7
sample233	8
sample234	9
sample235	3
sample236	7
sample237	9
sample238	3
sample239	4
sample240	3
sample241	1
sample242	9
sample243	7
sample244	4
sample245	4
sample246	3
sample247	9
sample248	7
sample249	9
sample250	4
sample251	3
sample252	6
sample253	8
sample254	5
sample255	9
sample256	2
sample257	7
sample258	5
sample259	5
sample260	9
sample261	7
sample262	2
sample263	3
sample264	7
sample265	8
sample266	3
sample267	2
sample268	7
sample269	5
sample270	8
sample271	7
sample272	1
sample273	1
sample274	2
sample275	9
sample276	8
sample277	4
sample278	7
sample279	7
sample280	8
sample281	2
sample282	5
sample283	5
sample284	6
sample285	4
sample286	1
sample287	3
sample288	8
sample289	6
