sample-id	md
sample1	7
sample2	6
sample3	3
sample4	8
sample5	6
sample6	8
sample7	6
sample8	4
sample9	6
sample10	7
sample11	8
sample12	1
sample13	8
sample14	6
sample15	7
sample16	7
sample17	4
sample18	7
sample19	4
sample20	6
sample21	5
sample22	6
sample23	5
sample24	8
sample25	7
sample26	4
sample27	8
sample28	6
sample29	2
sample30	5
sample31	4
sample32	2
sample33	9
sample34	6
sample35	1
sample36	6
sample37	1
sample38	9
sample39	9
sample40	5
sample41	3
sample42	2
sample43	7
sample44	3
sample45	1
sample46	9
sample47	5
sample48	6
sample49	2
sample50	7
