#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample86	sample87	sample88	sample89	sample90	sample91	sample92	sample93	sample94	sample95	sample96	sample97	sample98	sample99	sample100	sample101	sample102	sample103	sample104	sample105	sample106	sample107	sample108	sample109	sample110	sample111	sample112	sample113	sample114	sample115	sample116	sample117	sample118	sample119	sample120	sample121	sample122	sample123	sample124	sample125	sample126	sample127	sample128	sample129	sample130	sample131	sample132	sample133	sample134	sample135	sample136	sample137	sample138	sample139	sample140	sample141	sample142	sample143	sample144	sample145	sample146	sample147	sample148	sample149	sample150	sample151	sample152	sample153	sample154	sample155	sample156	sample157	sample158	sample159	sample160	sample161	sample162	sample163	sample164	sample165	sample166	sample167	sample168	sample169	sample170	sample171	sample172	sample173	sample174	sample175	sample176	sample177	sample178	sample179	sample180	sample181	sample182	sample183	sample184	sample185	sample186	sample187	sample188	sample189	sample190	sample191	sample192	sample193	sample194	sample195	sample196	sample197	sample198	sample199	sample200
sp1	30899	0	0	0	0	0	0	44761	37	0	0	0	48721	0	0	0	0	0	0	0	0	14899	562	0	0	0	0	0	0	103081	0	0	0	70908	0	1	85456	0	0	0	0	0	0	70587	0	0	0	0	0	0	0	152	0	0	46381	14	0	0	147961	0	0	0	150320	0	0	0	0	32759	0	0	0	24389	0	9	0	0	0	0	0	0	0	0	0	0	64681	62979	0	0	93618	18984	65642	0	0	4	0	0	37751	0	48156	12623	0	0	0	0	0	0	0	0	1020	0	0	0	0	0	40401	0	148083	0	0	0	0	0	8	0	15584	1	247	5027	48796	0	0	0	33794	0	0	0	0	9965	5825	0	61350	0	1302	72261	0	0	0	0	39894	0	0	0	0	0	0	0	108292	0	0	0	0	0	149902	0	28	0	13280	14703	36151	0	0	0	0	150548	0	0	0	0	0	0	4	0	0	0	101426	0	0	89922	0	74593	78219	0	0	0	0	0	0	0	0	0
sp2	48434	34025	197234	0	3329	79734	147	28727	134160	62334	63300	55260	2585	177034	15412	183343	10572	98281	84707	16444	2	55313	89598	134876	137707	30942	82563	79793	143256	0	162498	36531	0	244437	152551	145263	0	139659	85812	161861	101292	135002	246222	152721	143222	129402	88451	246430	149628	13298	226472	83481	144724	44	101591	145571	86710	145685	15148	113119	110327	2389	151029	111920	31664	77059	101978	60435	0	193958	15	0	32034	51748	10	0	89359	872	64619	58482	114461	57757	140224	242628	112392	107291	33178	102249	22111	115210	121211	72836	64592	20371	109625	55392	108757	94147	32	170681	76895	0	96932	107514	151626	0	112273	228944	246049	0	41388	59693	123955	162808	0	108713	244655	186431	60111	65175	244592	62287	0	53596	54903	56152	111795	60315	105395	164634	100555	0	154781	6860	152697	133904	166629	120639	65795	56448	48108	3699	90896	0	144589	1	0	137643	125933	75603	299157	29263	6794	168843	168173	1980	0	128092	723	167037	72664	176944	25225	23379	17889	70629	180628	120601	160329	188631	5261	50268	106547	31296	282657	198421	134585	0	1565	191168	222388	135507	279181	101950	461	221635	184753	67131	4193	202849	97654	205652	227849	143480	0	253966	190710	176076	9558	26190
sp3	0	32677	0	44390	175649	57351	41434	74659	16600	43	58553	142609	3350	0	118115	0	208289	97029	0	180218	183708	0	15	0	0	136746	57624	86086	0	2273	0	82172	109248	0	77788	46880	58694	0	0	0	0	0	0	2023	0	0	0	0	0	67245	0	0	0	202622	0	0	102542	0	2	74267	0	127429	0	68321	1041	0	0	0	167305	12	197	7961	160725	0	77133	99344	73866	71551	106607	134600	0	245	15	0	39749	0	83659	79798	16361	57026	24547	335	96511	137	83892	151385	0	70857	57201	0	63643	167306	35173	3085	0	19247	14490	0	0	78144	124817	0	0	0	93100	1286	0	0	20830	0	0	112964	39586	70913	20717	0	16041	0	0	0	264	191874	0	101	0	0	0	40990	4337	80091	0	141483	33578	19121	0	84496	150972	35891	8655	55820	0	24661	146342	0	10107	36343	126232	38601	0	3609	0	0	57787	113889	89590	9946	0	0	0	0	566	56839	58016	0	0	6549	42597	18828	36757	0	0	0	0	68413	54739	0	0	0	101960	0	0	0	0	0	136285	0	0	0	126850	5109
sp4	12355	64151	20368	200117	398360	181149	251498	72806	43530	83958	39280	282362	71340	128842	224759	250874	371272	116690	119682	169290	125543	13945	79306	181587	302983	251527	214717	250111	214100	0	176112	225821	219701	68202	283722	80736	64337	72419	169906	321505	141987	183952	156100	0	262380	211278	234707	236848	107601	253297	197441	66516	326002	427809	0	81200	118430	124810	0	252383	103380	221461	0	213343	66663	152674	55464	128272	248462	224554	12612	63719	463568	0	77096	222176	272923	139287	153752	314820	133187	85473	283702	186658	12832	17439	208371	330146	8488	81661	52772	75953	198394	59397	177966	315984	19157	380483	84442	93915	96256	159538	276348	219880	319038	245291	258769	253176	7943	60217	265781	43725	151087	258396	69079	227932	6547	230009	106675	178894	130493	151588	150606	184002	11227	34991	0	61562	1379	183146	216602	427034	0	189054	234694	136525	352089	94502	0	255846	93155	174437	175520	0	331723	141664	328378	87058	140846	212258	107667	198307	186051	256103	185242	86389	41214	245239	155052	259137	199411	151508	0	251083	166324	0	9	26061	81556	38214	64114	123877	411619	208	148117	116870	278611	69649	153469	242079	0	67137	202679	111173	85861	155345	187440	75321	225244	0	7606	171300	141662	254627	212335	121728	145712	138899	210195	170258
sp5	10	101247	0	96567	85997	0	147019	42183	0	54177	134872	64912	31974	351	76113	0	98935	0	0	122340	155126	1	14064	139	0	57677	0	0	17	5	0	0	81984	0	0	926	87956	10817	54152	0	24	5	0	0	0	10657	0	0	3	389	0	90413	0	1	3914	23402	0	46822	32082	0	26426	84924	0	0	36335	17151	0	100386	6011	0	170625	192845	84708	105390	215	51742	0	28823	136233	0	0	17390	0	0	0	0	0	38225	90015	2	0	0	130655	79158	0	5	35202	36732	87547	0	0	0	54541	5	0	130015	0	0	0	732	7068	0	55769	0	131739	31329	0	0	0	67	0	86747	117525	117728	46205	101036	21976	93096	35	15082	0	175141	0	65277	0	0	0	0	61	45814	69	3328	0	120805	1500	193415	0	13791	64445	24	0	54407	124712	0	0	0	43626	0	103597	0	0	0	98891	145246	105181	77521	0	52503	0	0	104207	0	0	0	0	0	34047	121644	85343	0	0	56977	0	0	98346	0	0	125321	144499	0	0	0	0	40248	124793	0	1235	0	135271	29499
sp6	10	137613	0	126680	888	64985	104950	120692	82384	110905	111386	113425	151981	66312	36033	0	147224	3554	46985	73953	82271	1052	0	8966	96959	11502	60018	93702	0	104634	0	66963	887	0	0	884	50933	0	71819	0	103340	6949	0	0	18	0	0	0	0	45	0	47208	38219	19645	100503	0	31247	0	35963	0	23636	133544	23	402	135341	86691	22479	118763	79540	0	190635	182361	42848	57975	105722	167375	0	150140	82500	91844	60527	69980	72916	0	114828	0	52517	67285	50259	0	21	0	21	180200	0	67108	56248	1686	157450	8171	86342	191264	45177	120511	0	1925	19410	0	0	117955	0	19546	109149	24690	43755	62072	0	0	34702	14242	0	72908	77751	133695	8564	121992	95690	0	90045	74009	0	39986	61232	21620	0	0	0	22271	154346	84003	27908	28858	19954	188430	13875	147766	116628	20360	34874	110136	0	32394	59524	42035	10	140260	138169	0	1756	0	0	0	177934	132012	24197	113009	0	0	0	21	181353	2	55279	159068	0	57617	6897	104505	68245	0	0	60328	0	58543	185991	0	0	76968	142881	5574	19110	0	0	0	153804	0	25	0	162734	158859
sp7	0	0	27119	122325	122057	172749	118738	0	0	100864	18944	127575	3	143990	0	203471	78440	0	5100	3228	62	0	117143	0	263125	0	2082	107353	135321	0	34416	25225	92841	83370	156865	2297	7835	0	190743	190012	80427	0	47101	0	172205	193178	158396	133914	53381	83471	0	0	227397	209985	0	23531	41632	50255	0	35138	182	71486	0	0	0	70572	46361	159393	63057	96894	45524	0	199641	0	58672	134996	195985	0	135289	78049	0	0	177904	55723	0	0	53232	212363	0	0	0	49712	117700	193833	97026	234335	48282	239942	0	67383	21354	58636	114504	159315	178515	117404	132922	132292	69218	0	18160	0	73460	96680	0	149236	0	168431	72669	47601	39543	710	0	36975	0	0	0	0	0	37329	108028	126623	0	126178	97483	73082	223932	63535	17939	125281	368	40669	77488	0	246932	55203	82838	43405	0	86872	79608	33407	0	163307	139253	47279	0	125766	88391	135412	129176	116521	0	81599	26341	0	1318	80743	0	59464	100738	68	280341	2482	150417	11286	82792	0	88024	150656	0	0	80755	52849	1	52358	187991	0	107488	0	0	119543	0	201684	119289	82768	73617	37258	122023	157982
sp8	116955	1080	120560	0	0	0	0	107305	84470	130635	42867	2	130665	101298	0	0	0	54	39008	298	82066	73886	1468	0	0	4368	0	0	255	114380	0	0	46678	136201	0	0	0	87403	0	0	12310	0	0	189468	8	0	0	15742	0	0	0	86042	0	0	58424	87437	83751	0	120893	0	14156	2259	88008	36286	0	0	96258	0	0	0	145394	141668	0	46369	0	0	3845	81	51218	0	82050	3981	0	52125	177228	122224	0	0	85870	0	117016	126046	0	23732	526	0	123763	0	108424	0	21302	67179	0	0	0	0	0	0	112859	129581	0	15094	82380	30889	10670	32216	182377	1	7841	19394	675	42313	11667	30	701	34725	40678	153087	22330	0	649	0	173164	455	22305	0	0	13835	91645	0	36350	0	12304	171728	0	13146	0	0	92650	0	73390	0	56495	0	0	36183	63317	0	19011	0	2	0	15524	424	33580	88259	126518	35420	0	92669	30	99008	0	81753	82165	111343	11909	71710	40969	28439	79767	55123	0	3655	82560	95730	464	0	0	74261	96445	29999	50874	0	0	1183	19	86701	0	12760
sp9	83599	141668	166546	107458	85560	107995	81300	103898	1606	20187	57177	177601	2228	48748	11274	185294	32978	111287	59454	81079	149939	37289	79435	56989	155587	108221	48998	139996	96092	161	151641	74880	98729	48829	161228	113440	28698	57436	128610	196979	118111	30400	66595	7	125803	85888	148692	110370	166899	85982	82458	94069	184944	70815	27556	170925	63698	47438	52	102424	80688	64023	7310	49095	117893	69690	3774	62406	153153	119332	160661	90060	199352	25021	121115	135791	196816	4724	156107	75649	36047	73178	138778	128033	0	71773	19605	193894	11	47196	34192	145615	66524	150724	90765	153177	77264	191611	8	19970	179986	106272	56243	144068	170782	109149	144618	82045	96333	111615	143670	79003	134681	181913	88309	87619	34518	163212	164288	149278	166726	62195	67776	72098	86348	173529	1549	45022	22160	89830	165399	175411	0	167622	184824	61380	188777	23633	177490	131234	36469	147331	57592	499	188127	25780	92566	176826	27335	42366	159561	186741	93825	163707	131863	143553	46575	89876	63408	199308	43625	195462	9691	172041	69957	145514	1	128267	20406	126762	102791	99859	185167	28188	83231	11907	90432	7634	131347	112320	99594	188441	124962	189862	2946	69228	148071	55182	174004	83705	19437	159486	22650	119307	96104	190855	100945	170429	68027	153922
sp10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
