sample-id	md
sample1	3
sample2	2
sample3	7
sample4	4
sample5	9
sample6	6
sample7	5
sample8	8
sample9	9
sample10	7
sample11	3
sample12	1
sample13	4
sample14	1
sample15	4
sample16	2
sample17	8
sample18	9
sample19	7
sample20	2
sample21	8
sample22	8
sample23	1
sample24	9
sample25	8
sample26	3
sample27	8
sample28	5
sample29	4
sample30	7
sample31	4
sample32	4
sample33	3
sample34	1
sample35	8
sample36	5
sample37	4
sample38	3
sample39	7
sample40	7
sample41	2
sample42	3
sample43	3
sample44	8
sample45	8
sample46	1
sample47	4
sample48	6
sample49	7
sample50	5
sample51	5
sample52	5
sample53	5
sample54	4
sample55	8
sample56	2
sample57	2
sample58	4
sample59	1
sample60	9
sample61	7
sample62	2
sample63	3
sample64	9
sample65	8
sample66	7
sample67	6
sample68	8
sample69	9
sample70	3
sample71	5
sample72	9
sample73	1
sample74	9
sample75	5
sample76	7
sample77	8
sample78	7
sample79	4
sample80	1
sample81	1
sample82	7
sample83	7
sample84	5
sample85	8
sample86	2
sample87	9
sample88	6
sample89	1
sample90	8
sample91	9
sample92	6
sample93	7
sample94	9
sample95	3
sample96	7
sample97	7
sample98	6
sample99	1
sample100	8
sample101	6
sample102	3
sample103	1
sample104	5
sample105	3
sample106	9
sample107	9
sample108	6
sample109	2
sample110	4
sample111	2
sample112	8
sample113	6
sample114	7
sample115	1
sample116	5
sample117	5
sample118	8
sample119	6
sample120	1
sample121	3
sample122	1
sample123	4
sample124	8
sample125	7
sample126	5
sample127	1
sample128	1
sample129	4
sample130	5
sample131	4
sample132	2
sample133	6
sample134	9
sample135	1
sample136	9
sample137	1
sample138	8
sample139	7
sample140	3
sample141	7
sample142	4
sample143	6
sample144	1
sample145	4
sample146	2
sample147	9
sample148	1
sample149	9
sample150	5
sample151	7
sample152	7
sample153	8
sample154	7
sample155	4
sample156	5
sample157	3
sample158	4
sample159	5
sample160	9
sample161	7
sample162	2
sample163	5
sample164	3
sample165	9
sample166	3
sample167	3
sample168	2
sample169	1
sample170	3
sample171	4
sample172	5
sample173	3
sample174	8
sample175	6
sample176	7
sample177	4
sample178	3
sample179	6
sample180	4
sample181	1
sample182	8
sample183	2
sample184	6
sample185	9
sample186	6
sample187	2
sample188	1
sample189	8
sample190	7
sample191	9
sample192	2
sample193	6
sample194	4
sample195	1
sample196	4
sample197	1
sample198	7
sample199	9
sample200	5
