sample-id	md
sample1	2
sample2	7
sample3	3
sample4	7
sample5	6
sample6	5
sample7	1
sample8	5
sample9	5
sample10	9
sample11	6
sample12	9
sample13	4
sample14	6
sample15	6
sample16	5
sample17	4
sample18	1
sample19	9
sample20	3
sample21	1
sample22	1
sample23	7
sample24	7
sample25	5
sample26	5
sample27	9
sample28	5
sample29	6
sample30	6
sample31	3
sample32	6
sample33	2
sample34	6
sample35	8
sample36	2
sample37	3
sample38	6
sample39	8
sample40	6
sample41	9
sample42	4
sample43	2
sample44	1
sample45	7
sample46	6
sample47	2
sample48	1
sample49	8
sample50	2
sample51	8
sample52	1
sample53	2
sample54	5
sample55	6
sample56	1
sample57	4
sample58	4
sample59	2
sample60	5
sample61	3
sample62	4
sample63	6
sample64	5
sample65	9
sample66	6
sample67	9
sample68	1
sample69	8
sample70	4
sample71	1
sample72	3
sample73	3
sample74	7
sample75	9
sample76	6
sample77	6
sample78	8
sample79	4
sample80	8
sample81	9
sample82	3
sample83	8
sample84	6
sample85	3
sample86	3
sample87	1
sample88	5
sample89	3
sample90	5
sample91	9
sample92	3
sample93	4
sample94	6
sample95	8
sample96	3
sample97	1
sample98	6
sample99	8
sample100	1
