#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample86	sample87	sample88	sample89	sample90	sample91	sample92	sample93	sample94	sample95	sample96	sample97	sample98	sample99	sample100	sample101	sample102	sample103	sample104	sample105	sample106	sample107	sample108	sample109	sample110	sample111	sample112	sample113	sample114	sample115	sample116	sample117	sample118	sample119	sample120	sample121	sample122	sample123	sample124	sample125	sample126	sample127	sample128	sample129	sample130	sample131	sample132	sample133	sample134	sample135	sample136	sample137	sample138	sample139	sample140	sample141	sample142	sample143	sample144	sample145	sample146	sample147	sample148	sample149	sample150	sample151	sample152	sample153	sample154	sample155	sample156	sample157	sample158	sample159	sample160	sample161	sample162	sample163	sample164	sample165	sample166	sample167	sample168	sample169	sample170	sample171	sample172	sample173	sample174	sample175	sample176	sample177	sample178	sample179	sample180	sample181	sample182	sample183	sample184	sample185	sample186	sample187	sample188	sample189	sample190	sample191	sample192	sample193	sample194	sample195	sample196	sample197	sample198	sample199	sample200
sp1	0	0	0	40767	0	0	24157	0	0	0	0	20012	56637	182	0	95706	17277	81674	41670	42300	0	5	9770	0	0	0	0	35183	90256	44101	107850	0	0	0	0	0	51215	0	59	0	35419	0	0	17027	0	170288	14228	0	0	0	0	0	0	0	61171	0	11457	0	0	104732	0	0	6318	0	0	0	0	53266	1373	53568	0	2661	0	37805	54438	17536	11580	0	0	13	0	0	0	0	0	0	0	33790	28	38734	0	3268	76202	0	72693	0	28461	0	11	0	0	0	0	0	2	0	83142	55735	0	0	0	0	49942	0	67228	0	82537	0	6	0	0	0	9	10	0	14066	3259	0	0	0	0	0	0	0	0	6417	0	0	0	0	0	0	1	0	0	655	1	0	0	600	0	0	0	0	0	0	77	83219	0	1	0	0	0	0	1887	0	66445	68419	0	0	0	0	0	0	0	0	8724	0	0	0	0	0	0	0	0	1094	0	0	0	31	0	0	0	14307	14925	0	0	0	43099	32531
sp2	0	0	1140	0	13520	0	0	0	0	24624	0	97961	0	0	0	0	0	0	93009	0	0	0	0	0	78823	0	0	0	0	0	0	35929	0	18723	0	0	0	0	0	0	0	0	0	0	0	2	0	27880	0	0	0	59768	1	32	0	62932	0	0	7	0	9	1813	107978	5626	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24648	38369	0	0	0	0	0	28496	27492	43525	0	23058	0	0	57132	0	0	0	0	106627	0	0	0	0	0	0	27154	2	0	0	0	43769	28395	110471	0	0	0	0	0	4637	0	0	0	0	59277	0	0	0	0	0	0	78945	0	145	0	0	0	0	84938	0	0	53695	0	0	0	0	0	0	32683	19935	0	0	70886	0	0	23385	69435	0	0	109380	0	0	0	0	0	14351	89117	7	0	0	0	58197	21959	50049	0	0	0	88236	0	0	0	0	0	0	0	0	59110	0	0	40429	0	0	36598	97
sp3	0	0	188035	0	58511	0	0	124707	0	0	1	0	101596	0	58413	10986	0	0	69933	0	0	0	0	0	0	35397	0	0	154524	0	504	0	0	21734	192285	0	0	0	3	0	0	128043	0	97	0	278698	0	138320	0	0	0	0	0	98	74289	96359	0	0	56409	156609	0	0	153361	141513	0	0	0	422	0	15	0	111500	162930	154448	0	0	52214	3762	87505	0	0	0	0	97964	0	42975	0	149065	0	205626	0	0	124133	75	172789	0	136	0	0	0	87991	0	0	0	0	0	0	0	0	0	71235	67837	124791	0	147610	0	0	0	6	0	35901	0	0	0	0	0	47205	0	0	0	0	0	70229	22407	79622	135399	0	0	0	0	0	0	59638	0	1	122860	0	0	1	0	59940	10718	0	0	0	0	0	0	0	0	28664	107732	87844	0	0	0	54032	112854	0	0	21259	87292	0	20984	0	0	0	48368	0	52272	0	0	0	0	0	16	0	0	0	59205	1	0	0	0	42783	26953	0	0	57706	0
sp4	45323	0	138590	18657	0	12129	0	12	91828	15031	135674	0	50	0	0	0	0	0	0	0	0	93566	0	102	0	14923	0	0	86007	0	0	30864	0	0	146442	0	0	64348	60858	0	70	74530	40653	283	48695	2922	0	76140	63888	62588	170571	72597	119291	116148	46899	63634	0	78563	54	32369	2458	0	0	165492	118690	0	36615	35262	0	0	26088	0	52351	0	20519	0	49985	0	136244	0	11088	0	0	60990	0	102968	0	63253	69432	0	105931	87825	75174	36533	35828	0	115001	21281	1	107857	96213	60472	47456	0	0	0	3	240	43731	107948	62887	1	79058	1371	0	0	0	64071	53813	0	0	0	0	0	87854	44194	0	0	0	0	44254	0	2223	126796	147830	150731	101713	0	8607	99200	51988	109509	105947	147	0	0	12519	23222	2010	0	49608	0	10	11939	103972	81708	41019	57	123268	103719	0	35703	6646	0	0	0	0	61122	0	78468	13974	38458	12	45126	0	0	0	54	0	56637	0	29534	0	44020	72010	0	0	0	0	0	76791	1277	0	78413	0	28569	10395	3385	29868	0
sp5	0	57381	0	5180	0	85440	0	0	0	0	0	21158	0	0	0	0	47907	0	0	0	144361	31009	23261	0	0	0	0	161986	0	0	0	96370	121308	13996	0	0	0	50410	0	41796	0	0	0	0	57021	0	134648	0	0	0	1	159043	96314	25621	0	0	0	84243	0	0	0	110915	0	0	91479	125088	167561	82990	41827	83494	0	27632	0	7	0	93915	0	3171	0	0	0	55546	0	0	161130	0	115421	0	104262	0	0	0	0	0	31387	117549	0	0	20585	44302	0	84720	0	0	0	0	0	0	90052	0	0	0	0	0	0	0	0	139587	2491	72481	0	0	132500	5947	0	152281	0	0	0	2551	126970	6774	0	0	0	0	119726	71075	0	22483	8049	84402	0	60048	37286	0	57377	1675	3486	0	0	0	98384	55338	160206	89035	31940	0	162777	178620	0	2	0	5770	17323	29504	0	0	0	0	0	0	0	31744	168173	37770	0	5207	40956	74076	35119	0	0	28068	105176	0	45119	124365	0	0	47160	0	140	0	0	22972	41843	90843	0	93165
sp6	0	70623	0	163906	36511	136958	77597	1	0	102324	105782	192998	0	127447	8192	64548	216774	142858	2	170994	236103	156330	56965	176359	0	6063	115081	243968	2320	125153	121806	225654	255418	116384	0	95549	163252	0	0	201307	87177	4213	21766	24234	110248	0	206042	0	62	0	42	164535	107676	42507	0	7492	89038	229913	102908	50294	155716	147989	13673	0	45164	263477	157078	76943	161475	60622	5125	107760	32	108927	142392	247405	0	366	0	0	23894	193041	167633	0	209297	64411	294918	0	247931	17612	101451	69241	39650	83627	86718	302849	0	0	66846	111003	0	101142	27857	109457	198035	188500	94482	121513	230497	4	156104	65636	0	86764	0	151605	149324	263645	92845	217154	2	75187	222347	149895	5627	135441	91326	91403	0	109159	119498	159267	38046	36	34645	9152	249876	239158	0	1	24	197393	0	230816	195263	13	71992	187222	104581	139701	31335	121503	95528	172603	245405	184878	174909	134611	160724	127676	48873	72069	0	190182	92116	129700	1474	0	0	119503	39	0	106126	37635	278105	109528	49188	80741	49595	87	169933	68892	0	21383	105050	40757	226198	196916	191044	3476	72092	90338	165885	118967	79355	0	148940	210959	0	167786
sp7	16582	29805	0	0	5244	46044	5	0	0	0	0	0	52680	0	38649	0	0	0	0	2239	0	28840	0	0	0	10931	100221	0	19749	0	103916	0	0	4	0	17446	0	0	0	0	65743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122751	0	0	0	0	0	0	0	0	0	0	0	0	1469	0	0	0	0	60370	61667	4	0	0	0	132018	0	0	0	0	35739	0	0	0	0	65969	94702	0	0	0	1	78878	0	21067	0	0	59414	0	92140	81863	0	0	0	0	768	0	0	0	0	0	96985	0	0	0	0	0	139666	0	169675	0	0	0	131272	65799	149459	29	89756	88623	0	0	0	0	0	0	0	0	0	14	0	0	102670	126940	0	0	164347	0	0	0	0	2609	0	110902	0	0	0	0	0	0	96115	5906	0	0	0	0	0	0	0	0	0	182457	0	102680	0	5773	0	0	3117	10652	0	18	0	0	0	120809	0	46986	135332	0	0	108108	0	0	31302	0	0
sp8	0	0	0	73921	2929	0	0	0	0	0	32837	2	0	0	512	38162	0	0	0	0	0	0	0	0	149165	23765	0	0	0	162895	0	123449	917	16	0	0	0	58	1	142156	0	0	80395	0	0	0	0	0	0	0	0	58372	12	105987	0	0	0	69237	104361	3	61990	0	0	0	0	80596	0	0	0	26185	0	0	0	0	0	0	0	0	0	127497	0	65635	126235	0	0	0	87033	748	0	0	0	0	0	6817	0	0	33813	72174	0	119154	2871	0	0	0	0	98170	44947	661	0	12	0	105	0	67334	0	0	45964	55911	124098	142599	0	0	0	0	0	690	81	0	0	0	10807	0	0	0	0	0	0	118983	88394	19866	109748	0	0	0	163186	0	0	158139	0	0	230	0	0	85044	0	4	0	0	0	150	0	85481	94195	0	0	85877	0	0	1913	126170	0	0	60491	0	0	0	0	65122	0	0	0	0	0	118648	0	35192	127799	0	0	0	0	0	161146	1	0	0	0	0	20746	81484
sp9	31572	126480	67399	0	1862	44280	190877	125452	94391	140612	33	13458	187763	116636	83063	8081	184041	4025	76232	179149	32676	119000	114583	60371	0	656	4303	18	109288	0	74218	0	57366	12485	83648	15705	116322	40563	70160	0	12093	71974	507	187829	708	5573	155860	86686	134797	154793	61222	0	0	0	87392	0	71701	0	0	0	0	92544	132623	26387	12345	0	140372	1	159110	6629	161369	166934	144874	94760	172948	184748	96227	193203	82607	0	153835	0	0	140402	142464	0	3	68007	76090	27277	119001	129921	62029	1902	22824	148275	0	0	90246	570	0	133076	313	114382	110876	0	0	83339	4	125519	153319	0	92119	0	161616	169273	0	22095	0	0	189077	171380	177383	132684	119473	6266	153476	7900	98451	80398	67566	159064	99179	95286	0	41542	3032	1192	0	82822	0	74749	74737	87824	1	12965	88359	0	83248	173432	0	24504	77456	901	37528	0	30	157643	43407	2809	112698	0	1491	180882	190079	178	157809	84196	66804	0	89455	126767	0	25329	132364	194317	140787	126	90210	0	102937	130534	117118	0	136197	88093	0	110316	118903	37111	0	105648	0	107505	70730	149768	184133	186092	0	8
sp10	0	0	22906	33960	13216	39333	0	0	0	3618	0	0	0	0	0	0	0	0	0	5232	35511	0	0	0	114	0	0	5280	27027	0	17	0	0	0	115072	0	0	69543	0	7691	0	8	0	0	55310	87964	1	105421	0	0	0	19684	23592	0	0	668	0	56939	0	50900	59348	0	0	62959	0	0	0	45263	20228	104828	0	0	95357	62587	0	38595	113483	56694	64990	79137	0	0	0	76252	0	10073	0	1218	0	70562	0	0	47146	0	76634	0	0	78206	89765	0	60062	0	0	0	0	0	0	0	63101	0	246	7404	79657	0	83352	0	0	0	78467	2	137512	35871	44857	29885	0	79486	0	0	0	20452	10612	417	76635	27	0	0	9300	0	0	100035	0	1	90925	34581	8219	0	98779	2	13426	0	28730	0	70285	0	541	80141	1772	0	0	17610	0	0	0	0	49104	9014	0	53515	0	0	67879	35330	0	24671	0	0	0	0	1674	35367	9639	0	0	31576	13684	0	38971	0	0	0	0	13094	0	0	0	102559	81143	205	32	44443
