sample-id	md
sample1	2
sample2	5
sample3	4
sample4	4
sample5	8
sample6	4
sample7	9
sample8	2
sample9	4
sample10	8
sample11	3
sample12	3
sample13	6
sample14	9
sample15	9
sample16	8
sample17	2
sample18	2
sample19	6
sample20	6
sample21	5
sample22	5
sample23	8
sample24	6
sample25	2
sample26	1
sample27	2
sample28	4
sample29	8
sample30	3
sample31	5
sample32	4
sample33	5
sample34	9
sample35	9
sample36	5
sample37	3
sample38	2
sample39	5
sample40	7
sample41	6
sample42	8
sample43	3
sample44	8
sample45	9
sample46	9
sample47	2
sample48	7
sample49	8
sample50	8
sample51	3
sample52	9
sample53	4
sample54	5
sample55	8
sample56	5
sample57	3
sample58	5
sample59	4
sample60	8
sample61	3
sample62	4
sample63	4
sample64	8
sample65	1
sample66	4
sample67	8
sample68	2
sample69	7
sample70	3
sample71	1
sample72	5
sample73	4
sample74	6
sample75	9
sample76	1
sample77	2
sample78	2
sample79	3
sample80	8
sample81	5
sample82	7
sample83	3
sample84	6
sample85	7
sample86	5
sample87	1
sample88	2
sample89	7
sample90	9
sample91	5
sample92	2
sample93	6
sample94	9
sample95	8
sample96	4
sample97	6
sample98	1
sample99	2
sample100	6
sample101	4
sample102	8
sample103	7
sample104	5
sample105	7
sample106	4
sample107	7
sample108	4
sample109	6
sample110	7
sample111	2
sample112	2
sample113	6
sample114	5
sample115	4
sample116	2
sample117	6
sample118	3
sample119	6
sample120	4
sample121	2
sample122	4
sample123	4
sample124	1
sample125	4
sample126	9
sample127	1
sample128	5
sample129	9
sample130	2
sample131	8
sample132	1
sample133	2
sample134	9
sample135	8
sample136	3
sample137	3
sample138	9
sample139	4
sample140	6
sample141	8
sample142	2
sample143	1
sample144	9
sample145	1
sample146	7
sample147	2
sample148	6
sample149	3
sample150	9
sample151	8
sample152	4
sample153	5
sample154	1
sample155	3
sample156	8
sample157	9
sample158	8
sample159	9
sample160	7
sample161	6
sample162	6
sample163	3
sample164	9
sample165	6
sample166	9
sample167	5
sample168	1
sample169	1
sample170	9
sample171	1
sample172	2
sample173	1
sample174	5
sample175	1
sample176	7
sample177	9
sample178	6
sample179	7
sample180	5
sample181	1
sample182	3
sample183	9
sample184	2
sample185	9
sample186	4
sample187	3
sample188	1
sample189	1
sample190	4
sample191	1
sample192	1
sample193	7
sample194	9
sample195	1
sample196	3
sample197	2
sample198	2
sample199	6
sample200	6
