sample-id	md
sample1	9
sample2	7
sample3	8
sample4	2
sample5	8
sample6	5
sample7	4
sample8	3
sample9	8
sample10	6
sample11	4
sample12	9
sample13	2
sample14	8
sample15	6
sample16	4
sample17	4
sample18	3
sample19	5
sample20	4
sample21	3
sample22	2
sample23	6
sample24	2
sample25	5
sample26	9
sample27	8
sample28	5
sample29	6
sample30	9
sample31	2
sample32	5
sample33	3
sample34	4
sample35	2
sample36	3
sample37	9
sample38	5
sample39	6
sample40	7
sample41	7
sample42	2
sample43	1
sample44	7
sample45	6
sample46	7
sample47	2
sample48	4
sample49	5
sample50	7
sample51	2
sample52	6
sample53	8
sample54	9
sample55	8
sample56	9
sample57	6
sample58	6
sample59	2
sample60	3
sample61	2
sample62	7
sample63	4
sample64	2
sample65	3
sample66	7
sample67	2
sample68	6
sample69	8
sample70	7
sample71	8
sample72	8
sample73	4
sample74	8
sample75	6
sample76	5
sample77	5
sample78	7
sample79	8
sample80	3
sample81	8
sample82	3
sample83	8
sample84	1
sample85	4
sample86	3
sample87	4
sample88	6
sample89	5
sample90	9
sample91	8
sample92	5
sample93	5
sample94	6
sample95	9
sample96	6
sample97	6
sample98	6
sample99	9
sample100	6
sample101	1
sample102	9
sample103	9
sample104	3
sample105	7
sample106	1
sample107	1
sample108	8
sample109	3
sample110	4
sample111	9
sample112	5
sample113	2
sample114	2
sample115	9
sample116	9
sample117	6
sample118	3
sample119	1
sample120	8
sample121	5
sample122	6
sample123	3
sample124	9
sample125	2
sample126	2
sample127	2
sample128	1
sample129	6
sample130	6
sample131	2
sample132	8
sample133	1
sample134	6
sample135	4
sample136	3
sample137	2
sample138	2
sample139	4
sample140	1
sample141	7
sample142	2
sample143	8
sample144	7
sample145	8
sample146	5
sample147	4
sample148	2
sample149	6
sample150	9
sample151	6
sample152	2
sample153	2
sample154	5
sample155	8
sample156	2
sample157	1
sample158	9
sample159	2
sample160	6
sample161	9
sample162	2
sample163	2
sample164	1
sample165	5
sample166	4
sample167	2
sample168	8
sample169	1
sample170	1
sample171	2
sample172	5
sample173	1
sample174	3
sample175	6
sample176	8
sample177	9
sample178	8
sample179	4
sample180	5
sample181	1
sample182	1
sample183	3
sample184	8
sample185	4
sample186	8
sample187	8
sample188	8
sample189	2
sample190	9
sample191	2
sample192	6
sample193	8
sample194	6
sample195	6
sample196	6
sample197	8
sample198	6
sample199	2
sample200	7
