#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample86	sample87	sample88	sample89	sample90	sample91	sample92	sample93	sample94	sample95	sample96	sample97	sample98	sample99	sample100	sample101	sample102	sample103	sample104	sample105	sample106	sample107	sample108	sample109	sample110	sample111	sample112	sample113	sample114	sample115	sample116	sample117	sample118	sample119	sample120	sample121	sample122	sample123	sample124	sample125	sample126	sample127	sample128	sample129	sample130	sample131	sample132	sample133	sample134	sample135	sample136	sample137	sample138	sample139	sample140	sample141	sample142	sample143	sample144	sample145	sample146	sample147	sample148	sample149	sample150	sample151	sample152	sample153	sample154	sample155	sample156	sample157	sample158	sample159	sample160	sample161	sample162	sample163	sample164	sample165	sample166	sample167	sample168	sample169	sample170	sample171	sample172	sample173	sample174	sample175	sample176	sample177	sample178	sample179	sample180	sample181	sample182	sample183	sample184	sample185	sample186	sample187	sample188	sample189	sample190	sample191	sample192	sample193	sample194	sample195	sample196	sample197	sample198	sample199	sample200
sp1	30672	0	0	0	0	0	0	0	0	0	0	0	0	0	10181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15023	0	0	0	0	0	0	8008	0	0	0	0	0	91556	0	58845	0	0	0	0	0	0	11	0	0	0	0	0	28717	0	2760	0	0	0	76998	0	0	0	0	0	0	48930	0	0	0	0	0	0	0	55487	14363	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115448	0	0	0	0	0	60079	0	0	0	0	0	0	0	0	0	0	0	0	45253	0	0	2213	0	0	110	0	0	0	136902	0	0	0	0	36509	0	0	0	61525	0	0	0	0	0	0	0	0	0	357	293	0	0	0	0	0	0	0	0	0	0	46823	0	0	35119	0	0	0	0	0	0	0	0	55431	0	0	0	0	0	0	26605	0	0	0	0	81	14589	0	0	0	0	0	0	0	0	0	0
sp2	92714	84802	69308	66752	127128	154850	55699	90804	73671	80221	102582	29144	80181	111821	53758	184212	152251	149739	136826	179391	162874	173828	182816	176096	156794	141211	92482	188090	111586	167841	171145	78717	59869	147135	171361	28534	162861	51695	183242	122991	165194	25567	51284	179190	163960	25981	23959	46145	5101	5855	155790	83355	172152	196070	2034	108893	71598	119642	150644	102851	127305	112947	29413	83759	139089	78604	15765	31716	58593	89417	51841	156503	138479	49192	143089	180340	116290	180631	135173	151406	155073	81654	79586	5052	17893	162702	146992	91887	139966	104955	115378	73997	108004	188423	32467	94890	3378	116465	115301	186501	119064	10587	177204	159144	10699	188199	62371	122449	166729	9389	11345	13545	66486	155362	93837	171981	2853	142193	148701	48744	145850	178647	137470	3064	194137	186567	46967	122572	141814	38217	135240	142225	66229	2514	178383	145914	81248	65219	13642	188229	188302	179436	80855	4370	68201	127535	20949	199741	133857	53230	62256	84521	184956	23083	36670	114550	122324	152904	129120	179108	198533	63077	163591	55845	38801	136827	187990	102063	69963	164263	94798	128048	166484	32849	93986	16161	14203	169569	140107	23823	51635	151306	10328	51507	136339	46583	38816	148287	45214	101692	7419	63680	146486	17285	81383	72812	61824	11330	52138	101912
sp3	122316	22139	85652	77516	58714	71087	129936	104329	119547	0	64942	4890	74203	12508	191377	56313	96530	44366	106029	49276	74495	122559	10889	127153	50900	115240	140103	58817	124543	64244	62652	0	1	87029	10642	125535	127150	75351	169541	139338	91386	0	1	141726	106513	155898	0	26930	130	3644	14487	0	35726	111110	63006	34541	132577	0	2	265	0	102887	104809	162158	0	17185	11496	147704	86538	121553	101417	0	55217	2	103915	150987	0	99914	94144	48921	91439	145835	130495	76	8	0	93771	185	10142	23767	10862	48869	5300	92177	136494	119357	87127	6798	70154	48171	59841	125636	48204	25254	68775	68222	78387	0	27096	49309	78893	63501	0	6987	60	2644	0	168763	109104	16673	159663	1153	2	143	92032	0	283	0	5595	150863	100048	403	117762	91023	22978	10134	4	100091	79360	2	156136	42836	171150	5496	141419	28228	0	0	139940	59809	0	0	117380	5562	54370	77485	62961	4133	10734	8	64547	84531	148509	0	18163	72188	116056	129	663	125261	51276	93698	0	78631	120364	55687	106944	139935	158090	4423	5489	0	164837	23236	176325	44828	135013	132515	0	105479	0	22143	55150	11376	9918	0	57161	6811	74033	85266
sp4	100720	28163	30654	144458	59135	131047	89879	59569	104531	116523	24157	27091	102800	22432	68759	110268	78649	15168	97062	197772	168577	80578	192365	79644	44036	129763	162429	50438	194281	44123	189319	28158	53076	13520	67964	154213	113192	17046	73925	3836	65564	112306	16642	76125	73909	158549	147503	55202	61962	155180	187118	19964	183249	183395	107187	144494	2177	90238	129651	14570	158318	86692	182425	196118	140206	18274	137671	5868	162426	108611	129198	67025	2350	78811	152500	132068	144159	52408	38633	160469	29182	122204	142122	23348	21691	64445	191208	56569	66281	197289	50163	84576	69138	157599	155519	66195	181418	110954	116123	169091	133019	20994	4580	117521	107352	137301	44979	28170	49706	88374	146161	182276	39254	114793	117553	192647	32690	164401	189096	161988	191407	70621	103202	16479	71203	139248	199578	23935	126931	153119	66375	26353	144996	66683	112959	174954	151496	30540	105031	159707	101805	109840	148194	78290	143891	174735	159599	108665	22478	22245	99145	131017	11314	48192	151421	144708	95962	189827	10781	71147	5562	156662	12676	113927	83476	105079	161251	126023	29414	148900	47937	167298	41412	188550	52829	167399	59841	71776	137072	111248	116088	175056	107970	11339	144866	71334	168911	143914	92913	163887	8412	136671	88498	145487	145578	71785	137588	2275	94543	25399
sp5	60463	136452	162712	50608	159401	132040	179203	159350	85375	94674	115299	108936	48890	130523	51387	185099	145651	137081	68933	129527	94422	154870	129043	93891	83690	36338	168013	74816	99637	9655	105716	23416	109090	128613	123593	101325	194030	149486	78777	4276	41175	86136	57006	181670	8485	100868	47601	30773	198503	172639	47597	127759	56593	76046	97681	149921	7377	65982	111689	117411	11240	144484	146264	118857	150560	88661	193908	22077	92302	20802	62747	40252	36461	15213	97867	26193	189338	4904	19482	89963	69075	4841	176987	118792	100527	159784	115682	118041	131414	49980	198557	95866	79998	88786	142792	14614	69612	8526	85277	88588	110353	196981	139843	29037	2000	176420	38484	93254	8618	23938	28170	115888	8291	153275	73831	197106	27621	182273	29161	138187	130200	34278	174583	181949	172818	120701	71579	129781	64263	175921	73112	187466	147681	18107	194480	153873	10420	59151	109821	48176	30466	14905	91909	155130	85133	32186	144663	171794	181694	54724	112139	116596	109724	69115	98242	152978	78580	37271	21875	185401	95562	93367	82000	12145	159816	114796	102063	194256	120031	120971	178841	4897	17970	167565	97503	91885	132481	160561	69340	114204	75413	171378	71353	93858	120662	160447	121130	165163	193783	111417	34981	115736	144931	186928	118758	195078	193548	92553	104419	50912
sp6	13271	75319	141329	99657	0	1	54	33882	0	145520	173966	49494	62869	0	14	111583	53709	47612	0	126625	122086	147474	41346	87120	17485	24469	152172	7953	8839	167617	86326	113515	118988	152104	5441	54479	26882	0	136496	104379	160113	90838	99197	33995	79462	2910	95777	6474	4136	0	22453	129	0	184793	58	176245	39836	168293	160691	3240	2398	112914	0	50	103515	109064	13	139259	15195	79530	130316	11902	55079	228	120208	94446	114089	0	0	94498	50972	2	63826	0	161053	103570	98493	132725	116864	155816	5596	20705	145	125207	16576	38214	75163	4235	134320	35994	110048	0	13013	0	0	66083	109822	838	151866	272	54345	91070	4058	94379	0	0	144309	192179	0	60748	95446	40657	12	44274	162708	33602	2	89639	0	80979	117917	205	0	0	39366	53506	122928	80862	5105	71948	68279	0	138	1265	144197	0	72966	177237	104979	21	115557	202052	0	55990	0	135329	12104	161270	178195	73149	0	169377	0	60036	51936	29503	94036	73401	4682	116255	8316	2755	138949	150216	122143	48852	53466	46363	47051	67950	164878	96418	59151	95727	41292	78410	79680	162250	0	10	79070	30396	9550	85910	51636	35834	138745	0	26743	52070
sp7	58272	127562	45503	87219	72768	123991	122712	84522	67861	110705	52848	56646	18984	109894	138641	53510	120741	10308	41744	53868	75528	146590	148480	66359	39136	5806	182254	52032	54861	10392	14094	98869	12270	194632	137645	60345	61538	149127	108002	41650	11183	187981	116991	104221	38809	42867	150869	5287	144171	52200	61667	35465	72002	174271	124517	110472	57939	50722	173227	35758	2650	137905	76196	50601	5520	162198	62951	182921	137226	155229	170324	184532	48386	29806	41069	196481	160520	164887	130964	48690	185033	50813	35596	92617	40355	65149	105087	63278	66360	35649	113210	179435	4392	30336	148660	191795	150532	162052	130307	96825	113101	84658	39192	117894	64690	117732	44660	63453	73740	161096	46101	163981	124593	194657	46934	20551	161194	147658	185908	13900	107946	184623	99310	101856	188148	54499	127921	5841	153449	56715	138004	4723	104343	13511	14190	110365	100571	165254	97095	148523	169678	2895	33575	98955	101816	175979	190282	114609	25290	94873	74778	46226	3913	37607	21710	116895	175628	90370	49668	193982	67218	134215	189262	65082	81806	48277	55013	67040	49298	94533	96482	40639	30882	2636	58094	158600	64592	168771	172812	144337	80043	86532	184962	56755	162027	90187	165139	30885	6944	71653	109045	101476	185624	115422	57685	69423	111018	170779	121410	90359
sp8	0	253962	72688	154503	75221	101373	123013	187465	70778	179041	168423	147870	220661	211186	0	194691	104895	77632	179840	187527	137543	166481	158166	0	184375	131002	86625	0	87587	159661	214924	238176	126811	172451	155192	388	0	29276	8872	28887	0	210030	208959	115892	1721	68777	154673	2	201866	65576	0	98808	131108	18714	94920	84437	46093	196712	100135	114615	60821	189208	4119	4100	105005	1267	86824	93874	124188	152221	146658	174967	107939	45040	118847	18743	149036	65736	138545	101657	75525	0	60	196648	131052	84639	10679	168482	71159	157515	95579	65933	216597	1	27537	35053	98403	32693	47802	139454	0	124084	87918	0	1	75017	121239	265443	136226	58826	44736	125712	311243	93582	212896	126921	180016	1	27872	241090	72971	213294	204304	49528	215818	290986	63984	180444	115852	82606	115506	44974	103568	0	191259	44190	282842	119034	98957	147688	93986	47009	59696	207952	40079	186485	253436	187804	108798	209606	122296	148868	17206	141370	226697	112485	96582	12996	220736	31199	209585	108235	36148	198807	65793	47641	142077	22090	153577	62313	200572	117684	109988	117899	172684	82773	114363	121137	15881	240509	185628	231838	30239	109574	39110	0	142736	2	62823	30563	198343	264611	124154	55110	87028	139402	237122	92921	0	67899
sp9	0	0	0	28	309	0	0	0	56900	0	13	0	17	71867	0	0	93450	55626	0	0	0	0	0	98415	0	17989	0	64519	0	69615	0	45608	52	13	0	0	0	31053	2107	0	60822	0	0	0	3760	0	0	0	0	1372	75712	0	0	25489	7	17869	1616	0	12	8448	0	0	5082	0	0	36679	0	109048	0	19	0	0	47932	4120	0	0	0	107488	0	0	65691	0	17	64249	0	0	0	0	0	0	97985	60196	0	0	0	3355	0	17583	5668	12885	0	39482	0	41531	0	0	0	0	0	33380	0	0	0	0	0	0	0	0	33	0	0	16376	0	780	0	0	0	0	0	0	54119	159613	0	118976	0	1987	0	3004	0	0	5761	14006	0	0	0	0	0	0	0	3233	0	1122	76800	65068	0	37378	0	0	0	30371	0	0	42902	0	0	0	0	0	0	0	25477	0	0	0	51643	42426	0	0	36182	0	25340	0	51458	57978	0	33302	0	0	29748	0	48596	0	35793	53981	0	55184	0	0	75487	0
sp10	166992	10348	69709	15599	106223	177221	33458	61284	195662	31125	4087	69001	80432	91186	140089	132911	21572	150704	148402	29385	177853	120351	37229	136363	92561	59431	124444	136295	78933	66494	6414	44596	94947	190285	77373	90241	128142	187451	161279	146965	173660	121527	155032	25899	100669	167453	34432	37469	19537	166647	129024	11413	160704	83327	175203	13719	130929	36600	184812	194577	54085	179476	168715	53751	138004	156962	122713	56544	188095	45605	140030	123757	78779	112668	193754	104113	82478	161510	174483	5709	7981	188567	130494	135283	25960	6541	111698	52845	42831	146851	178955	28018	24048	83793	92450	100662	89086	15773	91426	54305	147477	187021	76010	134816	128164	36333	72338	50139	79023	126183	129067	90859	19680	140818	133320	102020	55163	111181	198592	48149	99078	70753	60219	111895	83762	32743	180063	152994	118580	5650	76990	93491	85820	154428	115727	179558	72082	74319	82337	5837	63197	129348	131747	76641	51738	184936	29323	110606	40150	83600	36089	21838	188021	57326	16451	181747	64643	176175	8018	35869	12810	34300	143630	79788	5168	117646	91362	85599	128588	167208	189408	122914	18861	177634	166597	123872	188345	22195	144589	14823	60130	93940	132508	90337	162617	82454	147445	176088	42958	171187	30200	55010	72274	168472	111106	78175	97060	38595	169597	128831
