sample-id	md
sample1	5
sample2	9
sample3	2
sample4	5
sample5	8
sample6	6
sample7	9
sample8	7
sample9	2
sample10	8
sample11	4
sample12	1
sample13	9
sample14	4
sample15	4
sample16	7
sample17	4
sample18	1
sample19	2
sample20	9
sample21	6
sample22	3
sample23	8
sample24	4
sample25	2
sample26	3
sample27	8
sample28	5
sample29	6
sample30	9
sample31	2
sample32	6
sample33	6
sample34	6
sample35	6
sample36	8
sample37	4
sample38	4
sample39	6
sample40	3
sample41	4
sample42	1
sample43	6
sample44	4
sample45	9
sample46	8
sample47	3
sample48	5
sample49	2
sample50	3
sample51	7
sample52	7
sample53	7
sample54	1
sample55	3
sample56	4
sample57	6
sample58	9
sample59	4
sample60	5
sample61	1
sample62	7
sample63	1
sample64	6
sample65	4
sample66	4
sample67	3
sample68	6
sample69	9
sample70	1
sample71	8
sample72	4
sample73	7
sample74	7
sample75	8
sample76	9
sample77	2
sample78	9
sample79	4
sample80	8
sample81	3
sample82	9
sample83	2
sample84	7
sample85	6
sample86	8
sample87	3
sample88	2
sample89	6
sample90	1
sample91	2
sample92	1
sample93	3
sample94	5
sample95	6
sample96	7
sample97	6
sample98	2
sample99	1
sample100	2
