sample-id	md
sample1	3
sample2	2
sample3	4
sample4	6
sample5	9
sample6	5
sample7	9
sample8	3
sample9	8
sample10	7
sample11	7
sample12	7
sample13	8
sample14	2
sample15	9
sample16	7
sample17	6
sample18	4
sample19	5
sample20	3
sample21	1
sample22	8
sample23	1
sample24	7
sample25	7
sample26	5
sample27	5
sample28	7
sample29	1
sample30	2
sample31	3
sample32	6
sample33	1
sample34	9
sample35	3
sample36	2
sample37	5
sample38	7
sample39	8
sample40	8
sample41	4
sample42	8
sample43	5
sample44	2
sample45	5
sample46	8
sample47	5
sample48	2
sample49	8
sample50	8
sample51	4
sample52	7
sample53	9
sample54	5
sample55	3
sample56	3
sample57	4
sample58	7
sample59	2
sample60	1
sample61	1
sample62	6
sample63	2
sample64	9
sample65	3
sample66	8
sample67	6
sample68	5
sample69	4
sample70	7
sample71	8
sample72	1
sample73	5
sample74	9
sample75	3
sample76	6
sample77	7
sample78	8
sample79	5
sample80	3
sample81	8
sample82	9
sample83	9
sample84	7
sample85	1
sample86	4
sample87	5
sample88	6
sample89	2
sample90	2
sample91	4
sample92	5
sample93	5
sample94	2
sample95	3
sample96	5
sample97	4
sample98	8
sample99	5
sample100	2
sample101	3
sample102	4
sample103	5
sample104	3
sample105	4
sample106	6
sample107	7
sample108	6
sample109	7
sample110	8
sample111	2
sample112	3
sample113	4
sample114	1
sample115	7
sample116	9
sample117	4
sample118	4
sample119	2
sample120	4
sample121	2
sample122	3
sample123	2
sample124	9
sample125	1
sample126	3
sample127	4
sample128	7
sample129	6
sample130	3
sample131	5
sample132	2
sample133	5
sample134	9
sample135	2
sample136	3
sample137	7
sample138	9
sample139	7
sample140	4
sample141	9
sample142	4
sample143	1
sample144	8
sample145	2
sample146	5
sample147	3
sample148	4
sample149	5
sample150	1
sample151	1
sample152	6
sample153	6
sample154	1
sample155	9
sample156	7
sample157	3
sample158	9
sample159	3
sample160	8
sample161	5
sample162	9
sample163	1
sample164	2
sample165	8
sample166	4
sample167	9
sample168	1
sample169	3
sample170	8
sample171	3
sample172	7
sample173	7
sample174	7
sample175	3
sample176	5
sample177	1
sample178	7
sample179	5
sample180	3
sample181	8
sample182	6
sample183	5
sample184	2
sample185	3
sample186	9
sample187	3
sample188	5
sample189	5
sample190	8
sample191	2
sample192	2
sample193	8
sample194	7
sample195	6
sample196	7
sample197	4
sample198	3
sample199	8
sample200	8
sample201	6
sample202	4
sample203	4
sample204	1
sample205	1
sample206	5
sample207	4
sample208	8
sample209	3
sample210	6
sample211	1
sample212	6
sample213	2
sample214	6
sample215	7
sample216	3
sample217	8
sample218	4
sample219	2
sample220	2
sample221	9
sample222	8
sample223	3
sample224	6
sample225	2
sample226	8
sample227	8
sample228	1
sample229	4
sample230	4
sample231	3
sample232	1
sample233	3
sample234	3
sample235	5
sample236	6
sample237	2
sample238	3
sample239	8
sample240	8
sample241	3
sample242	4
sample243	8
sample244	8
sample245	3
sample246	8
sample247	4
sample248	2
sample249	5
sample250	8
sample251	5
sample252	9
sample253	3
sample254	4
sample255	6
sample256	2
sample257	4
sample258	5
sample259	6
sample260	5
sample261	5
sample262	3
sample263	9
sample264	1
sample265	3
sample266	3
sample267	9
sample268	4
sample269	8
sample270	9
sample271	6
sample272	3
sample273	8
sample274	1
sample275	5
sample276	6
sample277	4
sample278	7
sample279	7
sample280	2
sample281	4
sample282	7
sample283	3
sample284	4
sample285	1
sample286	3
sample287	7
sample288	1
sample289	1
