sample-id	md
sample1	3
sample2	8
sample3	8
sample4	7
sample5	2
sample6	2
sample7	6
sample8	6
sample9	9
sample10	6
sample11	9
sample12	8
sample13	8
sample14	7
sample15	5
sample16	4
sample17	5
sample18	7
sample19	2
sample20	3
sample21	9
sample22	2
sample23	1
sample24	4
sample25	9
sample26	7
sample27	4
sample28	1
sample29	1
sample30	1
sample31	2
sample32	6
sample33	9
sample34	9
sample35	7
sample36	9
sample37	2
sample38	4
sample39	6
sample40	9
sample41	1
sample42	2
sample43	4
sample44	5
sample45	7
sample46	4
sample47	2
sample48	9
sample49	6
sample50	1
sample51	1
sample52	8
sample53	3
sample54	3
sample55	5
sample56	1
sample57	9
sample58	8
sample59	2
sample60	4
sample61	5
sample62	8
sample63	7
sample64	4
sample65	2
sample66	6
sample67	5
sample68	4
sample69	5
sample70	8
sample71	6
sample72	4
sample73	1
sample74	5
sample75	7
sample76	8
sample77	8
sample78	8
sample79	3
sample80	3
sample81	7
sample82	2
sample83	6
sample84	8
sample85	3
sample86	2
sample87	5
sample88	5
sample89	5
sample90	3
sample91	2
sample92	2
sample93	7
sample94	8
sample95	8
sample96	2
sample97	5
sample98	4
sample99	3
sample100	3
sample101	7
sample102	3
sample103	7
sample104	3
sample105	8
sample106	9
sample107	4
sample108	9
sample109	2
sample110	6
sample111	7
sample112	8
sample113	9
sample114	9
sample115	4
sample116	1
sample117	7
sample118	5
sample119	5
sample120	2
sample121	6
sample122	5
sample123	8
sample124	8
sample125	7
sample126	3
sample127	1
sample128	3
sample129	8
sample130	4
sample131	7
sample132	3
sample133	4
sample134	3
sample135	2
sample136	1
sample137	8
sample138	3
sample139	4
sample140	7
sample141	3
sample142	9
sample143	1
sample144	3
sample145	5
sample146	2
sample147	3
sample148	6
sample149	6
sample150	3
sample151	1
sample152	5
sample153	8
sample154	5
sample155	4
sample156	2
sample157	8
sample158	3
sample159	2
sample160	7
sample161	8
sample162	5
sample163	6
sample164	2
sample165	8
sample166	8
sample167	4
sample168	4
sample169	7
sample170	4
sample171	5
sample172	7
sample173	1
sample174	7
sample175	2
sample176	2
sample177	2
sample178	1
sample179	6
sample180	4
sample181	1
sample182	5
sample183	9
sample184	6
sample185	7
sample186	2
sample187	8
sample188	1
sample189	7
sample190	6
sample191	3
sample192	5
sample193	4
sample194	6
sample195	9
sample196	1
sample197	7
sample198	5
sample199	6
sample200	9
