#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample86	sample87	sample88	sample89	sample90	sample91	sample92	sample93	sample94	sample95	sample96	sample97	sample98	sample99	sample100	sample101	sample102	sample103	sample104	sample105	sample106	sample107	sample108	sample109	sample110	sample111	sample112	sample113	sample114	sample115	sample116	sample117	sample118	sample119	sample120	sample121	sample122	sample123	sample124	sample125	sample126	sample127	sample128	sample129	sample130	sample131	sample132	sample133	sample134	sample135	sample136	sample137	sample138	sample139	sample140	sample141	sample142	sample143	sample144	sample145	sample146	sample147	sample148	sample149	sample150	sample151	sample152	sample153	sample154	sample155	sample156	sample157	sample158	sample159	sample160	sample161	sample162	sample163	sample164	sample165	sample166	sample167	sample168	sample169	sample170	sample171	sample172	sample173	sample174	sample175	sample176	sample177	sample178	sample179	sample180	sample181	sample182	sample183	sample184	sample185	sample186	sample187	sample188	sample189	sample190	sample191	sample192	sample193	sample194	sample195	sample196	sample197	sample198	sample199	sample200
sp1	11433	70422	171748	14636	31975	103417	11318	100965	7	46980	77063	12357	89	42936	127158	1	0	0	161491	2	2	0	0	72841	163072	14314	114332	0	105890	96624	0	0	146601	106362	117685	0	11531	48440	0	0	191204	0	84812	1	0	0	95738	0	90505	125294	118114	1768	1323	46224	0	1940	0	0	0	47848	0	30	106809	0	130632	0	0	86215	161800	26978	281	121817	10176	105934	141159	0	128473	120728	97514	47204	74590	0	57199	0	0	0	3019	65815	232	6374	0	49591	0	1	12411	0	125329	0	30352	98970	0	11675	164538	34335	19988	63505	26	119	14363	0	0	0	57830	48105	0	112673	0	26592	152746	95195	178169	0	9346	113187	55940	33565	161343	102439	66	0	19430	0	143174	0	8035	133468	0	86399	136400	58363	156010	70	0	0	62757	168849	0	0	0	76831	0	116708	128454	54923	0	0	79146	0	29026	144579	0	555	139076	0	46126	26245	0	0	80242	18188	28071	0	3084	48470	30383	0	118775	62861	104620	2274	37	24	91796	15974	64897	0	99032	0	2	6502	42632	0	21169	0	87038	77063	9	4874	54061	132413
sp2	0	94870	0	0	0	0	0	0	146838	0	86571	0	8914	36448	0	182812	85890	137819	0	0	0	126042	115637	0	0	0	0	0	0	0	126301	118006	0	0	0	0	0	0	129784	84683	0	115790	0	72701	168822	122926	0	145561	0	0	0	48839	0	0	0	0	0	0	36170	0	141535	129022	0	153152	0	175300	0	0	0	0	0	0	0	226	0	73296	0	0	0	0	0	0	44393	0	144450	0	70032	0	0	0	185065	74112	0	0	0	2034	0	138641	0	0	0	0	0	140581	0	0	0	0	0	121205	0	0	0	0	163960	0	74674	0	0	9589	0	0	0	0	0	0	0	0	0	189190	0	0	0	3	0	0	1	0	0	0	0	28598	0	130812	0	0	0	15625	179232	0	0	0	1	3491	0	0	0	0	0	0	150104	0	0	0	117525	0	0	133720	0	0	0	0	43055	0	0	191176	0	131282	0	0	113470	162723	0	0	0	156440	1436	0	0	0	0	197486	111150	0	0	0	50962	0	103113	0
sp3	0	0	0	0	67046	0	0	0	0	26630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40451	0	0	0	0	0	0	0	0	0	0	0	27751	0	0	0	0	0	0	0	44232	0	0	0	0	0	0	62673	0	0	791	0	0	0	0	0	0	0	0	0	0	0	0	930	28138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103768	0	0	0	0	0	0	0	0	0	0	0	0	88072	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	94326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34042	0	0	79369	0	0	0	32100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13206	0	0	0	0	0	0	0	0	0
sp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11473	0	0	0	0	0	75127	0	0	0	0	0	0	0	0	0	0	0	136714	0	0	0	0	0	0	0	0	0	0	0	0	0	1353	0	0	0	0	0	809	0	0	0	0	0	0	0	0	0	176374	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	110258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51560	367	0	0	0	0	0	0	0	0	0	0	0	0	0	16757	0	0	0	0	0	0	0	0	0	0	0	4070	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	21987	0	0	74678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20117	0	0	0	0	0	0	6216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63850	0	0	0	0	0	0	0	0	0	0
sp6	0	0	1861	0	0	0	0	0	0	0	0	0	0	0	3336	0	0	0	0	113	128135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265981	0	0	12	0	452	0	0	0	0	0	0	0	0	4122	0	0	13	0	0	0	150175	278088	0	0	0	0	72246	0	131157	0	0	152326	0	36945	0	2	13	0	0	0	0	0	0	0	0	186820	0	302056	0	0	0	528	0	160768	0	0	191978	0	0	0	0	0	20599	0	0	139059	0	0	8	0	0	0	0	0	277960	226953	5219	0	0	0	53979	166146	0	0	0	176940	0	0	0	204	0	0	181194	0	0	0	0	0	0	0	0	0	0	260452	0	0	152131	0	754	21936	180536	0	0	0	109467	38409	23640	0	209494	183183	0	95736	173150	0	0	97805	0	0	0	0	0	0	0	0	0	194642	0	0	164861	0	0	0	0	135753	0	0	0	0	93121	0	0	0	146588	0	0	0	0	155964	0	0	0	0	0	164603
sp7	166261	70968	106677	187121	187616	148924	32997	107394	15547	130766	133095	199964	170079	132594	127183	63717	180838	0	122968	0	0	57710	126176	148057	100909	111216	28311	133486	144615	224039	0	56643	95552	0	101959	0	10189	175475	0	154491	77311	109314	187739	95729	0	39076	205506	139889	196204	79609	183876	116576	102602	90549	174543	138184	0	0	31314	33018	78602	145824	40	161800	0	10580	130029	918	16802	1295	85682	126766	39734	149819	63450	75723	0	1687	59160	39586	82139	326	49802	18083	71761	140782	180312	7	81131	70842	54	67436	4	50481	177208	114372	80354	140674	0	43960	73207	16411	127066	0	100944	226372	170926	197848	18365	101672	37723	0	43514	138351	135017	181169	0	10	167005	99320	47889	0	143911	102361	213626	0	109108	0	2036	9	102602	49012	89810	0	51440	112897	105482	163998	126505	0	73029	120926	34731	0	84158	27061	700	152228	5090	220793	31	116837	0	163005	48606	11425	203213	46258	0	80418	0	22329	174523	96412	0	140182	161491	149533	71981	405	0	0	196668	53584	4512	0	56602	54624	14404	37682	46600	352	65802	54954	25269	18508	129916	13178	0	34349	0	0	57835	0	61512	107053	90266	169547	36208	0
sp8	3	3902	76290	0	13171	33088	137403	105868	178243	57	0	22	820	0	8580	126019	8842	59018	71689	128452	20273	154526	7292	87937	67470	64138	153734	28054	104	0	163674	0	140788	183719	57095	131064	99577	3847	105435	20289	131215	8	7	90699	0	134873	0	0	1	27523	38201	0	111130	157092	8	32405	147398	134380	135430	35	73899	0	100390	33123	157139	77939	11	70246	69820	68214	0	6487	18606	0	156288	6500	159585	140037	27736	135951	0	0	127449	47452	76798	35659	0	136208	30086	57	26619	40764	37141	0	0	34261	0	56282	105965	80257	92105	146190	0	66819	73211	0	0	0	83902	58534	0	131956	21684	2	42466	36612	97546	82306	83959	66249	124073	132864	0	132586	12797	126491	91683	180211	134	0	82588	163596	10289	331	0	46762	31075	68027	0	109028	107289	0	57922	130140	56096	147282	162530	0	127644	0	122703	0	164403	0	42831	98793	0	155479	111090	163026	86974	0	28408	0	147662	4	5289	0	25	161751	142935	14585	0	75999	2	47704	135704	0	60349	125435	135697	2052	45883	0	0	79685	112153	160088	163885	1600	101717	124932	157473	100205	180372	137873	0	193	94218	134511
sp9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58711	0	5023	0	0	0	0	0	0	0	19284	0	0	39031	0	0	0	0	0	0	19030	0	0	0	0	0	0	0	0	42453	0	0	0	0	0	0	0	0	58121	0	0	0	0	679	0	0	0	0	0	0	0	0	0	0	82207	0	0	0	0	3672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	63118	0	31917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	69122	1	0	0	71162	12818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98294	0	0	0	0	1146	0	0	0	0	0	0	0
sp10	0	0	0	129468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
