sample-id	md
sample1	4
sample2	2
sample3	1
sample4	1
sample5	8
sample6	7
sample7	9
sample8	5
sample9	3
sample10	1
sample11	5
sample12	1
sample13	3
sample14	6
sample15	2
sample16	3
sample17	1
sample18	2
sample19	4
sample20	1
sample21	5
sample22	2
sample23	5
sample24	6
sample25	4
sample26	6
sample27	8
sample28	2
sample29	4
sample30	7
sample31	4
sample32	7
sample33	5
sample34	4
sample35	8
sample36	5
sample37	2
sample38	7
sample39	2
sample40	4
sample41	5
sample42	2
sample43	4
sample44	3
sample45	3
sample46	5
sample47	4
sample48	2
sample49	4
sample50	8
sample51	5
sample52	1
sample53	6
sample54	8
sample55	6
sample56	7
sample57	7
sample58	8
sample59	7
sample60	2
sample61	2
sample62	9
sample63	6
sample64	3
sample65	9
sample66	5
sample67	9
sample68	3
sample69	6
sample70	2
sample71	2
sample72	6
sample73	1
sample74	6
sample75	1
sample76	8
sample77	3
sample78	4
sample79	7
sample80	3
sample81	2
sample82	6
sample83	7
sample84	8
sample85	4
sample86	8
sample87	4
sample88	3
sample89	7
sample90	4
sample91	6
sample92	9
sample93	1
sample94	8
sample95	4
sample96	1
sample97	8
sample98	6
sample99	2
sample100	7
sample101	1
sample102	6
sample103	5
sample104	9
sample105	1
sample106	2
sample107	6
sample108	1
sample109	6
sample110	3
sample111	7
sample112	4
sample113	7
sample114	6
sample115	4
sample116	6
sample117	4
sample118	3
sample119	7
sample120	4
sample121	7
sample122	6
sample123	6
sample124	3
sample125	1
sample126	8
sample127	1
sample128	3
sample129	6
sample130	3
sample131	5
sample132	6
sample133	6
sample134	3
sample135	5
sample136	8
sample137	5
sample138	2
sample139	2
sample140	3
sample141	5
sample142	6
sample143	5
sample144	8
sample145	8
sample146	5
sample147	8
sample148	8
sample149	9
sample150	3
sample151	5
sample152	4
sample153	3
sample154	4
sample155	8
sample156	6
sample157	9
sample158	9
sample159	2
sample160	2
sample161	1
sample162	6
sample163	4
sample164	3
sample165	3
sample166	9
sample167	3
sample168	6
sample169	6
sample170	6
sample171	4
sample172	5
sample173	5
sample174	1
sample175	7
sample176	9
sample177	2
sample178	3
sample179	3
sample180	3
sample181	5
sample182	9
sample183	7
sample184	3
sample185	1
sample186	3
sample187	3
sample188	5
sample189	4
sample190	1
sample191	3
sample192	5
sample193	6
sample194	5
sample195	1
sample196	8
sample197	6
sample198	7
sample199	5
sample200	4
sample201	4
sample202	2
sample203	4
sample204	6
sample205	8
sample206	4
sample207	8
sample208	4
sample209	4
sample210	5
sample211	7
sample212	4
sample213	6
sample214	7
sample215	3
sample216	8
sample217	3
sample218	1
sample219	3
sample220	5
sample221	5
sample222	3
sample223	7
sample224	2
sample225	1
sample226	7
sample227	6
sample228	8
sample229	9
sample230	5
sample231	9
sample232	3
sample233	6
sample234	2
sample235	3
sample236	4
sample237	6
sample238	7
sample239	7
sample240	5
sample241	1
sample242	7
sample243	5
sample244	4
sample245	4
sample246	1
sample247	8
sample248	7
sample249	2
sample250	3
sample251	2
sample252	4
sample253	2
sample254	3
sample255	3
sample256	1
sample257	3
sample258	1
sample259	8
sample260	7
sample261	6
sample262	3
sample263	5
sample264	1
sample265	7
sample266	7
sample267	3
sample268	2
sample269	3
sample270	8
sample271	8
sample272	9
sample273	4
sample274	1
sample275	2
sample276	6
sample277	3
sample278	2
sample279	6
sample280	8
sample281	4
sample282	7
sample283	9
sample284	8
sample285	6
sample286	5
sample287	7
sample288	8
sample289	2
sample290	9
sample291	5
sample292	1
sample293	1
sample294	5
sample295	3
sample296	9
sample297	3
sample298	2
sample299	5
sample300	9
sample301	7
sample302	8
sample303	6
sample304	3
sample305	8
sample306	8
sample307	6
sample308	7
sample309	4
sample310	6
sample311	6
sample312	8
sample313	8
sample314	8
sample315	9
sample316	4
sample317	1
sample318	3
sample319	8
sample320	8
sample321	9
sample322	7
sample323	8
sample324	7
sample325	1
sample326	9
sample327	3
sample328	1
sample329	5
sample330	6
sample331	5
sample332	6
sample333	5
sample334	6
sample335	2
sample336	7
sample337	4
sample338	7
sample339	3
sample340	5
sample341	2
sample342	6
sample343	1
sample344	6
sample345	3
sample346	8
sample347	9
sample348	3
sample349	7
sample350	2
sample351	8
sample352	5
sample353	3
sample354	5
sample355	6
sample356	6
sample357	7
sample358	4
sample359	1
sample360	4
sample361	4
sample362	5
sample363	6
sample364	5
sample365	7
sample366	1
sample367	2
sample368	7
sample369	1
sample370	6
sample371	6
sample372	2
sample373	2
sample374	8
sample375	4
sample376	2
sample377	5
sample378	2
sample379	4
sample380	1
sample381	5
sample382	1
sample383	2
sample384	5
sample385	6
sample386	3
sample387	5
sample388	1
sample389	3
sample390	2
sample391	2
sample392	5
sample393	6
sample394	7
sample395	4
sample396	7
sample397	4
sample398	9
sample399	7
sample400	6
sample401	5
sample402	6
sample403	6
sample404	3
sample405	1
sample406	4
sample407	8
sample408	9
sample409	4
sample410	8
sample411	4
sample412	4
sample413	6
sample414	7
sample415	9
sample416	8
sample417	8
sample418	6
sample419	3
sample420	9
sample421	8
sample422	9
sample423	5
sample424	5
sample425	8
sample426	1
sample427	1
sample428	4
sample429	8
sample430	3
sample431	4
sample432	3
sample433	4
sample434	6
sample435	3
sample436	8
sample437	5
sample438	7
sample439	3
sample440	2
sample441	9
sample442	4
sample443	9
sample444	3
sample445	3
sample446	4
sample447	8
sample448	8
sample449	6
sample450	7
sample451	1
sample452	9
sample453	5
sample454	1
sample455	5
sample456	5
sample457	6
sample458	3
sample459	2
sample460	8
sample461	6
sample462	6
sample463	4
sample464	6
sample465	6
sample466	8
sample467	4
sample468	1
sample469	6
sample470	6
sample471	5
sample472	7
sample473	8
sample474	2
sample475	1
sample476	7
sample477	1
sample478	6
sample479	2
sample480	3
sample481	5
sample482	1
sample483	9
sample484	9
sample485	4
sample486	7
sample487	5
sample488	2
sample489	1
sample490	3
sample491	7
sample492	7
sample493	3
sample494	2
sample495	4
sample496	2
sample497	1
sample498	7
sample499	3
sample500	7
