sample-id	md
sample1	4
sample2	5
sample3	7
sample4	6
sample5	9
sample6	6
sample7	7
sample8	9
sample9	9
sample10	1
sample11	4
sample12	2
sample13	1
sample14	2
sample15	5
sample16	1
sample17	1
sample18	7
sample19	5
sample20	4
sample21	5
sample22	7
sample23	6
sample24	8
sample25	9
sample26	8
sample27	1
sample28	9
sample29	7
sample30	5
sample31	9
sample32	9
sample33	4
sample34	3
sample35	9
sample36	9
sample37	5
sample38	1
sample39	2
sample40	5
sample41	8
sample42	1
sample43	3
sample44	4
sample45	2
sample46	7
sample47	9
sample48	8
sample49	6
sample50	9
sample51	4
sample52	8
sample53	6
sample54	7
sample55	7
sample56	2
sample57	7
sample58	7
sample59	2
sample60	6
sample61	4
sample62	3
sample63	1
sample64	7
sample65	7
sample66	5
sample67	3
sample68	3
sample69	5
sample70	6
sample71	9
sample72	4
sample73	5
sample74	9
sample75	6
sample76	7
sample77	6
sample78	5
sample79	8
sample80	3
sample81	6
sample82	5
sample83	6
sample84	7
sample85	3
sample86	6
sample87	5
sample88	5
sample89	2
sample90	5
sample91	4
sample92	9
sample93	2
sample94	2
sample95	3
sample96	3
sample97	2
sample98	2
sample99	9
sample100	5
