sample-id	md
sample1	5
sample2	2
sample3	5
sample4	7
sample5	9
sample6	4
sample7	8
sample8	6
sample9	1
sample10	9
sample11	2
sample12	5
sample13	8
sample14	1
sample15	4
sample16	6
sample17	5
sample18	7
sample19	7
sample20	9
sample21	8
sample22	3
sample23	2
sample24	6
sample25	1
sample26	4
sample27	9
sample28	4
sample29	8
sample30	9
sample31	2
sample32	8
sample33	7
sample34	1
sample35	9
sample36	6
sample37	7
sample38	8
sample39	5
sample40	8
sample41	8
sample42	7
sample43	2
sample44	2
sample45	1
sample46	1
sample47	4
sample48	1
sample49	3
sample50	9
sample51	6
sample52	1
sample53	8
sample54	5
sample55	7
sample56	6
sample57	4
sample58	8
sample59	4
sample60	6
sample61	2
sample62	2
sample63	5
sample64	6
sample65	3
sample66	8
sample67	7
sample68	7
sample69	4
sample70	1
sample71	4
sample72	5
sample73	7
sample74	7
sample75	3
sample76	2
sample77	6
sample78	4
sample79	1
sample80	5
sample81	1
sample82	5
sample83	7
sample84	6
sample85	5
sample86	3
sample87	4
sample88	1
sample89	5
sample90	4
sample91	8
sample92	6
sample93	3
sample94	8
sample95	3
sample96	8
sample97	4
sample98	3
sample99	4
sample100	1
sample101	4
sample102	3
sample103	9
sample104	9
sample105	6
sample106	3
sample107	1
sample108	9
sample109	7
sample110	4
sample111	8
sample112	2
sample113	2
sample114	8
sample115	9
sample116	6
sample117	3
sample118	8
sample119	4
sample120	8
sample121	9
sample122	3
sample123	9
sample124	3
sample125	7
sample126	9
sample127	5
sample128	5
sample129	4
sample130	4
sample131	3
sample132	4
sample133	4
sample134	6
sample135	3
sample136	9
sample137	9
sample138	1
sample139	6
sample140	9
sample141	1
sample142	4
sample143	3
sample144	1
sample145	1
sample146	2
sample147	3
sample148	6
sample149	5
sample150	7
sample151	4
sample152	5
sample153	8
sample154	3
sample155	3
sample156	6
sample157	5
sample158	3
sample159	6
sample160	4
sample161	8
sample162	8
sample163	3
sample164	7
sample165	2
sample166	8
sample167	3
sample168	1
sample169	6
sample170	9
sample171	2
sample172	9
sample173	2
sample174	9
sample175	4
sample176	9
sample177	7
sample178	3
sample179	5
sample180	8
sample181	6
sample182	4
sample183	8
sample184	9
sample185	5
sample186	7
sample187	1
sample188	5
sample189	9
sample190	6
sample191	3
sample192	3
sample193	1
sample194	6
sample195	4
sample196	9
sample197	9
sample198	5
sample199	3
sample200	3
sample201	6
sample202	7
sample203	6
sample204	8
sample205	6
sample206	3
sample207	7
sample208	9
sample209	3
sample210	3
sample211	9
sample212	9
sample213	5
sample214	8
sample215	5
sample216	9
sample217	2
sample218	6
sample219	2
sample220	4
sample221	1
sample222	2
sample223	5
sample224	2
sample225	5
sample226	1
sample227	5
sample228	1
sample229	1
sample230	6
sample231	7
sample232	9
sample233	1
sample234	7
sample235	7
sample236	4
sample237	9
sample238	8
sample239	1
sample240	1
sample241	5
sample242	5
sample243	6
sample244	8
sample245	6
sample246	8
sample247	3
sample248	7
sample249	1
sample250	1
sample251	3
sample252	3
sample253	3
sample254	3
sample255	7
sample256	1
sample257	7
sample258	5
sample259	5
sample260	6
sample261	7
sample262	2
sample263	9
sample264	7
sample265	6
sample266	9
sample267	4
sample268	1
sample269	5
sample270	9
sample271	9
sample272	9
sample273	3
sample274	9
sample275	9
sample276	2
sample277	3
sample278	9
sample279	2
sample280	4
sample281	8
sample282	5
sample283	2
sample284	8
sample285	3
sample286	4
sample287	6
sample288	8
sample289	5
sample290	9
sample291	1
sample292	3
sample293	4
sample294	1
sample295	6
sample296	8
sample297	7
sample298	2
sample299	3
sample300	6
sample301	6
sample302	1
sample303	2
sample304	5
sample305	6
sample306	5
sample307	5
sample308	3
sample309	6
sample310	8
sample311	6
sample312	3
sample313	1
sample314	2
sample315	8
sample316	8
sample317	2
sample318	6
sample319	7
sample320	3
sample321	7
sample322	7
sample323	4
sample324	4
sample325	6
sample326	4
sample327	5
sample328	6
sample329	7
sample330	2
sample331	5
sample332	7
sample333	9
sample334	3
sample335	2
sample336	2
sample337	8
sample338	5
sample339	5
sample340	4
sample341	5
sample342	4
sample343	2
sample344	4
sample345	6
sample346	6
sample347	4
sample348	8
sample349	7
sample350	4
sample351	4
sample352	9
sample353	2
sample354	8
sample355	3
sample356	5
sample357	6
sample358	5
sample359	3
sample360	8
sample361	9
sample362	3
sample363	2
sample364	1
sample365	3
sample366	5
sample367	7
sample368	2
sample369	2
sample370	2
sample371	2
sample372	7
sample373	8
sample374	3
sample375	5
sample376	6
sample377	3
sample378	9
sample379	8
sample380	3
sample381	3
sample382	9
sample383	8
sample384	4
sample385	8
sample386	2
sample387	2
sample388	2
sample389	7
sample390	9
sample391	1
sample392	7
sample393	6
sample394	9
sample395	6
sample396	2
sample397	1
sample398	9
sample399	5
sample400	1
sample401	3
sample402	2
sample403	9
sample404	9
sample405	8
sample406	9
sample407	3
sample408	2
sample409	2
sample410	5
sample411	4
sample412	9
sample413	2
sample414	1
sample415	6
sample416	4
sample417	6
sample418	4
sample419	9
sample420	2
sample421	2
sample422	7
sample423	7
sample424	7
sample425	2
sample426	7
sample427	2
sample428	5
sample429	4
sample430	6
sample431	2
sample432	6
sample433	6
sample434	3
sample435	8
sample436	4
sample437	8
sample438	6
sample439	3
sample440	4
sample441	4
sample442	3
sample443	7
sample444	4
sample445	3
sample446	3
sample447	1
sample448	7
sample449	7
sample450	3
sample451	3
sample452	3
sample453	3
sample454	4
sample455	6
sample456	1
sample457	9
sample458	8
sample459	4
sample460	2
sample461	1
sample462	8
sample463	8
sample464	2
sample465	3
sample466	4
sample467	3
sample468	6
sample469	4
sample470	6
sample471	2
sample472	4
sample473	2
sample474	3
sample475	9
sample476	1
sample477	4
sample478	2
sample479	6
sample480	5
sample481	4
sample482	2
sample483	6
sample484	5
sample485	2
sample486	2
sample487	2
sample488	7
sample489	4
sample490	5
sample491	5
sample492	8
