sample-id	md
sample1	2
sample2	3
sample3	4
sample4	2
sample5	7
sample6	2
sample7	9
sample8	1
sample9	1
sample10	5
sample11	8
sample12	1
sample13	7
sample14	2
sample15	9
sample16	4
sample17	8
sample18	4
sample19	5
sample20	7
sample21	6
sample22	8
sample23	7
sample24	3
sample25	5
sample26	3
sample27	7
sample28	1
sample29	6
sample30	1
sample31	7
sample32	6
sample33	1
sample34	9
sample35	4
sample36	8
sample37	2
sample38	4
sample39	6
sample40	6
sample41	7
sample42	1
sample43	5
sample44	4
sample45	9
sample46	1
sample47	1
sample48	8
sample49	9
sample50	7
sample51	8
sample52	1
sample53	7
sample54	3
sample55	3
sample56	9
sample57	2
sample58	7
sample59	7
sample60	5
sample61	9
sample62	6
sample63	4
sample64	3
sample65	1
sample66	5
sample67	7
sample68	7
sample69	6
sample70	9
sample71	3
sample72	4
sample73	8
sample74	2
sample75	5
sample76	3
sample77	7
sample78	1
sample79	7
sample80	1
sample81	3
sample82	3
sample83	8
sample84	2
sample85	3
sample86	2
sample87	2
sample88	4
sample89	7
sample90	5
sample91	8
sample92	8
sample93	9
sample94	6
sample95	7
sample96	3
sample97	9
sample98	2
sample99	4
sample100	9
sample101	1
sample102	2
sample103	4
sample104	3
sample105	6
sample106	8
sample107	9
sample108	5
sample109	7
sample110	2
sample111	2
sample112	5
sample113	1
sample114	1
sample115	2
sample116	7
sample117	5
sample118	1
sample119	9
sample120	8
sample121	3
sample122	2
sample123	3
sample124	1
sample125	5
sample126	1
sample127	3
sample128	3
sample129	1
sample130	3
sample131	2
sample132	3
sample133	9
sample134	3
sample135	9
sample136	7
sample137	2
sample138	8
sample139	6
sample140	7
sample141	3
sample142	6
sample143	5
sample144	8
sample145	5
sample146	2
sample147	8
sample148	1
sample149	8
sample150	6
sample151	9
sample152	4
sample153	1
sample154	6
sample155	1
sample156	4
sample157	6
sample158	1
sample159	8
sample160	1
sample161	2
sample162	1
sample163	5
sample164	2
sample165	6
sample166	9
sample167	4
sample168	8
sample169	8
sample170	9
sample171	3
sample172	8
sample173	6
sample174	6
sample175	9
sample176	9
sample177	6
sample178	9
sample179	8
sample180	5
sample181	6
sample182	6
sample183	9
sample184	3
sample185	5
sample186	2
sample187	8
sample188	8
sample189	4
sample190	9
sample191	9
sample192	4
sample193	1
sample194	3
sample195	5
sample196	9
sample197	7
sample198	2
sample199	4
sample200	7
sample201	2
sample202	5
sample203	2
sample204	7
sample205	6
sample206	2
sample207	2
sample208	6
sample209	7
sample210	8
sample211	3
sample212	5
sample213	3
sample214	7
sample215	7
sample216	6
sample217	9
sample218	3
sample219	3
sample220	2
sample221	8
sample222	6
sample223	1
sample224	5
sample225	2
sample226	5
sample227	6
sample228	7
sample229	8
sample230	7
sample231	7
sample232	2
sample233	6
sample234	1
sample235	2
sample236	8
sample237	6
sample238	9
sample239	9
sample240	7
sample241	7
sample242	9
sample243	2
sample244	6
sample245	8
sample246	9
sample247	6
sample248	8
sample249	5
sample250	1
sample251	1
sample252	8
sample253	9
sample254	2
sample255	9
sample256	5
sample257	3
sample258	4
sample259	9
sample260	9
sample261	2
sample262	6
sample263	6
sample264	4
sample265	7
sample266	5
sample267	6
sample268	3
sample269	7
sample270	9
sample271	5
sample272	4
sample273	4
sample274	5
sample275	8
sample276	5
sample277	2
sample278	8
sample279	6
sample280	7
sample281	8
sample282	8
sample283	4
sample284	7
sample285	1
sample286	8
sample287	9
sample288	4
sample289	7
sample290	3
sample291	9
sample292	5
sample293	5
sample294	6
sample295	5
sample296	2
sample297	4
sample298	4
sample299	6
sample300	2
sample301	7
sample302	2
sample303	9
sample304	4
sample305	3
sample306	3
sample307	5
sample308	9
sample309	7
sample310	7
sample311	6
sample312	2
sample313	5
sample314	5
sample315	5
sample316	6
sample317	4
sample318	8
sample319	5
sample320	5
sample321	3
sample322	9
sample323	8
sample324	1
sample325	4
sample326	2
sample327	7
sample328	1
sample329	4
sample330	5
sample331	8
sample332	6
sample333	3
sample334	4
sample335	6
sample336	1
sample337	6
sample338	1
sample339	4
sample340	9
sample341	5
sample342	9
sample343	4
sample344	9
sample345	7
sample346	4
sample347	9
sample348	6
sample349	3
sample350	6
sample351	3
sample352	3
sample353	6
sample354	2
sample355	4
sample356	6
sample357	1
sample358	1
sample359	5
sample360	7
sample361	5
sample362	3
sample363	7
sample364	6
sample365	4
sample366	4
sample367	5
sample368	6
sample369	1
sample370	2
sample371	6
sample372	2
sample373	4
sample374	5
sample375	6
sample376	1
sample377	7
sample378	2
sample379	6
sample380	1
sample381	2
sample382	6
sample383	2
sample384	7
sample385	8
sample386	7
sample387	3
sample388	1
sample389	5
sample390	2
sample391	1
sample392	9
sample393	6
sample394	6
sample395	4
sample396	9
sample397	7
sample398	8
sample399	5
sample400	1
sample401	9
sample402	2
sample403	1
sample404	4
sample405	6
sample406	5
sample407	6
sample408	4
sample409	3
sample410	4
sample411	9
sample412	7
sample413	1
sample414	2
sample415	8
sample416	1
sample417	3
sample418	8
sample419	3
sample420	2
sample421	2
sample422	3
sample423	7
sample424	8
sample425	5
sample426	3
sample427	7
sample428	3
sample429	1
sample430	6
sample431	9
sample432	4
sample433	6
sample434	2
sample435	2
sample436	7
sample437	8
sample438	2
sample439	8
sample440	7
sample441	1
sample442	4
sample443	9
sample444	2
sample445	3
sample446	6
sample447	2
sample448	4
sample449	2
sample450	6
sample451	3
sample452	5
sample453	6
sample454	1
sample455	3
sample456	4
sample457	9
sample458	6
sample459	8
sample460	9
sample461	7
sample462	8
sample463	5
sample464	7
sample465	3
sample466	7
sample467	3
sample468	8
sample469	2
sample470	5
sample471	2
sample472	4
sample473	1
sample474	1
sample475	9
sample476	5
sample477	4
sample478	9
sample479	9
sample480	8
sample481	4
sample482	9
sample483	9
sample484	9
sample485	1
sample486	9
sample487	7
sample488	6
sample489	9
sample490	2
sample491	5
sample492	5
sample493	6
sample494	8
sample495	8
sample496	3
sample497	3
sample498	6
sample499	3
sample500	1
