sample-id	md
sample1	5
sample2	3
sample3	6
sample4	3
sample5	3
sample6	7
sample7	5
sample8	9
sample9	4
sample10	3
sample11	2
sample12	8
sample13	9
sample14	2
sample15	6
sample16	6
sample17	3
sample18	8
sample19	5
sample20	1
sample21	7
sample22	8
sample23	7
sample24	3
sample25	7
sample26	3
sample27	5
sample28	8
sample29	8
sample30	4
sample31	3
sample32	4
sample33	2
sample34	3
sample35	2
sample36	8
sample37	6
sample38	4
sample39	3
sample40	4
sample41	3
sample42	7
sample43	6
sample44	2
sample45	3
sample46	7
sample47	9
sample48	1
sample49	4
sample50	6
sample51	4
sample52	3
sample53	1
sample54	8
sample55	3
sample56	2
sample57	2
sample58	6
sample59	4
sample60	1
sample61	8
sample62	9
sample63	8
sample64	8
sample65	8
sample66	5
sample67	2
sample68	5
sample69	6
sample70	1
sample71	9
sample72	5
sample73	6
sample74	3
sample75	9
sample76	5
sample77	5
sample78	5
sample79	3
sample80	1
sample81	7
sample82	7
sample83	4
sample84	4
sample85	9
sample86	7
sample87	4
sample88	6
sample89	4
sample90	3
sample91	4
sample92	7
sample93	8
sample94	6
sample95	5
sample96	1
sample97	5
sample98	6
sample99	3
sample100	4
sample101	9
sample102	4
sample103	9
sample104	4
sample105	1
sample106	4
sample107	4
sample108	7
sample109	7
sample110	7
sample111	1
sample112	3
sample113	1
sample114	8
sample115	2
sample116	4
sample117	9
sample118	9
sample119	7
sample120	9
sample121	1
sample122	4
sample123	1
sample124	9
sample125	8
sample126	2
sample127	6
sample128	6
sample129	3
sample130	8
sample131	6
sample132	3
sample133	4
sample134	5
sample135	4
sample136	3
sample137	3
sample138	1
sample139	9
sample140	1
sample141	9
sample142	1
sample143	2
sample144	7
sample145	8
sample146	7
sample147	7
sample148	4
sample149	9
sample150	6
sample151	7
sample152	7
sample153	9
sample154	7
sample155	7
sample156	8
sample157	9
sample158	9
sample159	2
sample160	3
sample161	5
sample162	7
sample163	2
sample164	1
sample165	9
sample166	6
sample167	8
sample168	6
sample169	9
sample170	6
sample171	8
sample172	5
sample173	4
sample174	7
sample175	5
sample176	5
sample177	2
sample178	2
sample179	1
sample180	6
sample181	3
sample182	2
sample183	8
sample184	4
sample185	8
sample186	4
sample187	9
sample188	1
sample189	9
sample190	1
sample191	8
sample192	6
sample193	8
sample194	5
sample195	2
sample196	5
sample197	1
sample198	5
sample199	2
sample200	4
sample201	8
sample202	1
sample203	4
sample204	8
sample205	9
sample206	6
sample207	5
sample208	9
sample209	5
sample210	4
sample211	6
sample212	3
sample213	6
sample214	6
sample215	8
sample216	6
sample217	9
sample218	2
sample219	6
sample220	3
sample221	1
sample222	3
sample223	1
sample224	6
sample225	8
sample226	9
sample227	3
sample228	2
sample229	3
