sample-id	md
sample1	1
sample2	4
sample3	6
sample4	9
sample5	6
sample6	3
sample7	3
sample8	3
sample9	8
sample10	2
sample11	6
sample12	4
sample13	1
sample14	9
sample15	3
sample16	1
sample17	5
sample18	2
sample19	9
sample20	7
sample21	6
sample22	8
sample23	5
sample24	9
sample25	2
sample26	1
sample27	4
sample28	9
sample29	4
sample30	8
sample31	1
sample32	1
sample33	1
sample34	7
sample35	1
sample36	9
sample37	8
sample38	1
sample39	3
sample40	6
sample41	1
sample42	2
sample43	6
sample44	3
sample45	7
sample46	6
sample47	9
sample48	7
sample49	9
sample50	1
