sample-id	md
sample1	3
sample2	6
sample3	5
sample4	2
sample5	3
sample6	9
sample7	9
sample8	2
sample9	6
sample10	9
sample11	3
sample12	5
sample13	9
sample14	3
sample15	3
sample16	9
sample17	2
sample18	5
sample19	3
sample20	7
sample21	7
sample22	1
sample23	7
sample24	1
sample25	5
sample26	6
sample27	4
sample28	8
sample29	1
sample30	9
sample31	3
sample32	8
sample33	8
sample34	7
sample35	3
sample36	8
sample37	7
sample38	1
sample39	3
sample40	6
sample41	8
sample42	7
sample43	4
sample44	9
sample45	4
sample46	2
sample47	2
sample48	1
sample49	6
sample50	7
sample51	6
sample52	3
sample53	7
sample54	6
sample55	6
sample56	3
sample57	4
sample58	3
sample59	2
sample60	9
sample61	6
sample62	1
sample63	4
sample64	8
sample65	9
sample66	3
sample67	6
sample68	6
sample69	6
sample70	6
sample71	1
sample72	7
sample73	9
sample74	8
sample75	1
sample76	4
sample77	3
sample78	9
sample79	7
sample80	6
sample81	8
sample82	8
sample83	7
sample84	6
sample85	7
sample86	3
sample87	7
sample88	7
sample89	3
sample90	1
sample91	2
sample92	8
sample93	4
sample94	8
sample95	7
sample96	3
sample97	9
sample98	4
sample99	9
sample100	3
sample101	4
sample102	7
sample103	8
sample104	7
sample105	7
sample106	6
sample107	3
sample108	5
sample109	9
sample110	6
sample111	1
sample112	8
sample113	4
sample114	5
sample115	2
sample116	1
sample117	3
sample118	6
sample119	4
sample120	9
sample121	3
sample122	3
sample123	1
sample124	6
sample125	9
sample126	1
sample127	3
sample128	7
sample129	1
sample130	1
sample131	3
sample132	8
sample133	8
sample134	2
sample135	6
sample136	9
sample137	1
sample138	8
sample139	7
sample140	3
sample141	8
sample142	2
sample143	8
sample144	6
sample145	7
sample146	2
sample147	9
sample148	5
sample149	7
sample150	2
sample151	7
sample152	5
sample153	4
sample154	9
sample155	1
sample156	4
sample157	7
sample158	5
sample159	1
sample160	1
sample161	5
sample162	4
sample163	3
sample164	6
sample165	2
sample166	2
sample167	4
sample168	4
sample169	7
sample170	7
sample171	2
sample172	4
sample173	9
sample174	2
sample175	3
sample176	5
sample177	4
sample178	5
sample179	1
sample180	8
sample181	8
sample182	6
sample183	6
sample184	6
sample185	9
sample186	5
sample187	2
sample188	9
sample189	1
sample190	1
sample191	2
sample192	3
sample193	5
sample194	9
sample195	7
sample196	3
sample197	3
sample198	3
sample199	5
sample200	9
sample201	4
sample202	5
sample203	3
sample204	3
sample205	5
sample206	8
sample207	2
sample208	2
sample209	6
sample210	1
sample211	6
sample212	4
sample213	8
sample214	2
sample215	3
sample216	5
sample217	7
sample218	4
sample219	9
sample220	2
sample221	2
sample222	9
sample223	1
sample224	8
sample225	3
sample226	7
sample227	3
sample228	4
sample229	1
sample230	5
sample231	4
sample232	9
sample233	6
sample234	6
sample235	4
sample236	8
sample237	5
sample238	7
sample239	2
sample240	6
sample241	7
sample242	3
sample243	2
sample244	9
sample245	9
sample246	5
sample247	1
sample248	7
sample249	1
sample250	9
sample251	2
sample252	7
sample253	8
sample254	7
sample255	1
sample256	5
sample257	9
sample258	5
sample259	8
sample260	2
sample261	6
sample262	8
sample263	7
sample264	2
sample265	2
sample266	7
sample267	8
sample268	2
sample269	6
sample270	8
sample271	6
sample272	5
sample273	4
sample274	1
sample275	4
sample276	6
sample277	7
sample278	5
sample279	1
sample280	6
sample281	1
sample282	4
sample283	7
sample284	1
sample285	4
sample286	3
sample287	4
sample288	1
sample289	3
sample290	3
sample291	9
sample292	6
sample293	4
sample294	1
sample295	3
sample296	2
sample297	4
sample298	3
sample299	3
sample300	2
sample301	9
sample302	6
sample303	8
sample304	6
sample305	7
sample306	4
sample307	2
sample308	2
sample309	3
sample310	2
sample311	6
sample312	2
sample313	7
sample314	2
sample315	4
sample316	9
sample317	5
sample318	7
sample319	8
sample320	9
sample321	2
sample322	6
sample323	1
sample324	1
sample325	9
sample326	5
sample327	9
sample328	8
sample329	9
sample330	3
sample331	5
sample332	9
sample333	1
sample334	7
sample335	9
sample336	2
sample337	8
sample338	3
sample339	9
sample340	5
sample341	5
sample342	4
sample343	9
sample344	8
sample345	6
sample346	7
sample347	4
sample348	9
sample349	6
sample350	3
sample351	7
sample352	6
sample353	8
