sample-id	md
sample1	2
sample2	3
sample3	9
sample4	4
sample5	1
sample6	8
sample7	8
sample8	8
sample9	7
sample10	2
sample11	6
sample12	7
sample13	4
sample14	3
sample15	6
sample16	3
sample17	3
sample18	6
sample19	1
sample20	7
sample21	8
sample22	5
sample23	9
sample24	8
sample25	9
sample26	8
sample27	1
sample28	5
sample29	3
sample30	9
sample31	7
sample32	4
sample33	4
sample34	9
sample35	5
sample36	2
sample37	4
sample38	3
sample39	4
sample40	2
sample41	8
sample42	8
sample43	6
sample44	4
sample45	8
sample46	1
sample47	8
sample48	6
sample49	2
sample50	5
