sample-id	md
sample1	7
sample2	4
sample3	2
sample4	8
sample5	5
sample6	4
sample7	7
sample8	3
sample9	5
sample10	9
sample11	9
sample12	5
sample13	9
sample14	2
sample15	2
sample16	5
sample17	2
sample18	5
sample19	1
sample20	1
sample21	1
sample22	6
sample23	9
sample24	6
sample25	6
sample26	6
sample27	5
sample28	3
sample29	2
sample30	5
sample31	4
sample32	8
sample33	3
sample34	8
sample35	5
sample36	3
sample37	9
sample38	6
sample39	8
sample40	6
sample41	5
sample42	8
sample43	9
sample44	1
sample45	8
sample46	3
sample47	1
sample48	3
sample49	3
sample50	3
sample51	1
sample52	9
sample53	3
sample54	7
sample55	1
sample56	2
sample57	9
sample58	3
sample59	8
sample60	1
sample61	7
sample62	6
sample63	2
sample64	1
sample65	9
sample66	1
sample67	6
sample68	2
sample69	7
sample70	1
sample71	2
sample72	2
sample73	9
sample74	6
sample75	9
sample76	3
sample77	9
sample78	9
sample79	7
sample80	9
sample81	4
sample82	2
sample83	7
sample84	3
sample85	9
sample86	1
sample87	3
sample88	5
sample89	7
sample90	5
sample91	7
sample92	7
sample93	8
sample94	7
sample95	7
sample96	1
sample97	7
sample98	3
sample99	1
sample100	2
sample101	7
sample102	7
sample103	4
sample104	8
sample105	4
sample106	2
sample107	2
sample108	2
sample109	5
sample110	5
sample111	4
sample112	1
sample113	7
sample114	4
sample115	9
sample116	3
sample117	7
sample118	8
sample119	4
sample120	9
sample121	5
sample122	1
sample123	4
sample124	1
sample125	9
sample126	7
sample127	1
sample128	1
sample129	6
sample130	1
sample131	6
sample132	8
sample133	5
sample134	9
sample135	7
sample136	9
sample137	5
sample138	2
sample139	5
sample140	3
sample141	6
sample142	1
sample143	1
sample144	7
sample145	6
sample146	9
sample147	3
sample148	4
sample149	8
sample150	5
sample151	1
sample152	2
sample153	6
sample154	9
sample155	7
sample156	1
sample157	9
sample158	3
sample159	4
sample160	6
sample161	4
sample162	6
sample163	3
sample164	1
sample165	5
sample166	6
sample167	6
sample168	3
sample169	7
sample170	3
sample171	3
sample172	8
sample173	4
sample174	5
sample175	3
sample176	1
sample177	8
sample178	5
sample179	8
sample180	5
sample181	7
sample182	3
sample183	5
sample184	5
sample185	8
sample186	6
sample187	3
sample188	2
sample189	6
sample190	4
sample191	3
sample192	7
sample193	6
sample194	2
sample195	9
sample196	7
sample197	9
sample198	9
sample199	6
sample200	7
sample201	9
sample202	8
sample203	7
sample204	7
sample205	7
sample206	4
sample207	9
sample208	1
sample209	6
sample210	9
sample211	9
sample212	8
sample213	7
sample214	8
sample215	5
sample216	5
sample217	7
sample218	9
sample219	7
sample220	4
sample221	4
sample222	4
sample223	4
sample224	9
sample225	4
sample226	3
sample227	4
sample228	6
sample229	1
sample230	1
sample231	4
sample232	5
sample233	6
sample234	6
sample235	9
sample236	6
sample237	1
sample238	6
sample239	1
sample240	4
sample241	7
sample242	5
sample243	3
sample244	8
sample245	1
sample246	4
sample247	7
sample248	9
sample249	7
sample250	5
sample251	4
sample252	1
sample253	9
sample254	6
sample255	7
sample256	7
sample257	8
sample258	2
sample259	1
sample260	7
sample261	6
sample262	7
sample263	2
sample264	2
sample265	2
sample266	2
sample267	1
sample268	1
sample269	9
sample270	4
sample271	9
sample272	1
sample273	4
sample274	7
sample275	7
sample276	5
sample277	9
sample278	1
sample279	2
sample280	3
sample281	7
sample282	2
sample283	7
sample284	4
sample285	4
sample286	8
sample287	9
sample288	9
sample289	4
