sample-id	md
sample1	1
sample2	9
sample3	6
sample4	4
sample5	7
sample6	1
sample7	7
sample8	5
sample9	1
sample10	6
sample11	4
sample12	6
sample13	5
sample14	4
sample15	4
sample16	7
sample17	4
sample18	8
sample19	7
sample20	9
sample21	7
sample22	4
sample23	4
sample24	3
sample25	8
sample26	2
sample27	4
sample28	5
sample29	2
sample30	6
sample31	3
sample32	9
sample33	7
sample34	2
sample35	7
sample36	1
sample37	9
sample38	1
sample39	1
sample40	1
sample41	6
sample42	1
sample43	4
sample44	6
sample45	2
sample46	9
sample47	6
sample48	7
sample49	7
sample50	9
sample51	5
sample52	7
sample53	3
sample54	2
sample55	7
sample56	2
sample57	3
sample58	5
sample59	3
sample60	5
sample61	4
sample62	1
sample63	7
sample64	7
sample65	1
sample66	2
sample67	3
sample68	9
sample69	2
sample70	3
sample71	7
sample72	5
sample73	9
sample74	5
sample75	4
sample76	9
sample77	1
sample78	4
sample79	4
sample80	1
sample81	2
sample82	6
sample83	9
sample84	4
sample85	6
sample86	2
sample87	3
sample88	3
sample89	1
sample90	3
sample91	7
sample92	5
sample93	8
sample94	9
sample95	1
sample96	1
sample97	8
sample98	9
sample99	4
sample100	2
sample101	5
sample102	7
sample103	6
sample104	1
sample105	4
sample106	6
sample107	6
sample108	9
sample109	1
sample110	3
sample111	9
sample112	6
sample113	3
sample114	3
sample115	8
sample116	4
sample117	6
sample118	1
sample119	7
sample120	8
sample121	5
sample122	5
sample123	8
sample124	1
sample125	4
sample126	5
sample127	5
sample128	7
sample129	1
sample130	9
sample131	6
sample132	9
sample133	5
sample134	7
sample135	6
sample136	1
sample137	2
sample138	6
sample139	4
sample140	3
sample141	2
sample142	1
sample143	6
sample144	3
sample145	5
sample146	7
sample147	5
sample148	2
sample149	2
sample150	6
sample151	8
sample152	4
sample153	4
sample154	3
sample155	2
sample156	6
sample157	8
sample158	8
sample159	9
sample160	3
sample161	3
sample162	1
sample163	8
sample164	3
sample165	2
sample166	9
sample167	4
sample168	1
sample169	4
sample170	8
sample171	9
sample172	5
sample173	2
sample174	3
sample175	9
sample176	2
sample177	4
sample178	9
sample179	3
sample180	6
sample181	8
sample182	1
sample183	4
sample184	6
sample185	8
sample186	5
sample187	6
sample188	1
sample189	6
sample190	8
sample191	7
sample192	1
sample193	7
sample194	5
sample195	8
sample196	4
sample197	5
sample198	5
sample199	4
sample200	1
sample201	4
sample202	2
sample203	2
sample204	5
sample205	4
sample206	7
sample207	1
sample208	5
sample209	2
sample210	2
sample211	1
sample212	1
sample213	5
sample214	8
sample215	7
sample216	6
sample217	5
sample218	3
sample219	7
sample220	5
sample221	2
sample222	6
sample223	8
sample224	3
sample225	8
sample226	4
sample227	1
sample228	7
sample229	9
sample230	7
sample231	3
sample232	9
sample233	3
sample234	6
sample235	1
sample236	4
sample237	1
sample238	4
sample239	7
sample240	6
sample241	6
sample242	4
sample243	3
sample244	5
sample245	4
sample246	1
sample247	9
sample248	1
sample249	8
sample250	4
sample251	3
sample252	7
sample253	6
sample254	9
sample255	8
sample256	8
sample257	1
sample258	4
sample259	7
sample260	7
sample261	9
sample262	1
sample263	4
sample264	4
sample265	9
sample266	7
sample267	8
sample268	5
sample269	7
sample270	8
sample271	2
sample272	5
sample273	7
sample274	4
sample275	4
sample276	8
sample277	9
sample278	5
sample279	5
sample280	7
sample281	5
sample282	9
sample283	5
sample284	3
sample285	6
sample286	8
sample287	4
sample288	2
sample289	2
