sample-id	md
sample1	2
sample2	9
sample3	6
sample4	6
sample5	4
sample6	7
sample7	1
sample8	4
sample9	8
sample10	8
sample11	7
sample12	1
sample13	3
sample14	6
sample15	9
sample16	7
sample17	5
sample18	8
sample19	4
sample20	6
sample21	2
sample22	4
sample23	2
sample24	6
sample25	3
sample26	1
sample27	7
sample28	3
sample29	2
sample30	4
sample31	4
sample32	8
sample33	6
sample34	5
sample35	5
sample36	3
sample37	2
sample38	9
sample39	7
sample40	5
sample41	5
sample42	3
sample43	5
sample44	4
sample45	5
sample46	4
sample47	7
sample48	7
sample49	9
sample50	4
sample51	3
sample52	3
sample53	1
sample54	2
sample55	4
sample56	6
sample57	8
sample58	9
sample59	3
sample60	9
sample61	9
sample62	8
sample63	8
sample64	7
sample65	2
sample66	8
sample67	7
sample68	2
sample69	3
sample70	6
sample71	9
sample72	8
sample73	4
sample74	1
sample75	2
sample76	2
sample77	8
sample78	9
sample79	4
sample80	2
sample81	2
sample82	3
sample83	9
sample84	9
sample85	8
sample86	2
sample87	4
sample88	1
sample89	4
sample90	9
sample91	7
sample92	9
sample93	9
sample94	6
sample95	7
sample96	4
sample97	1
sample98	4
sample99	1
sample100	5
