sample-id	md
sample1	8
sample2	4
sample3	3
sample4	6
sample5	5
sample6	1
sample7	1
sample8	7
sample9	2
sample10	3
sample11	1
sample12	1
sample13	5
sample14	9
sample15	6
sample16	6
sample17	8
sample18	1
sample19	4
sample20	2
sample21	1
sample22	6
sample23	8
sample24	4
sample25	2
sample26	8
sample27	4
sample28	5
sample29	5
sample30	3
sample31	4
sample32	2
sample33	7
sample34	7
sample35	7
sample36	3
sample37	3
sample38	6
sample39	7
sample40	3
sample41	2
sample42	6
sample43	9
sample44	6
sample45	5
sample46	2
sample47	5
sample48	1
sample49	3
sample50	2
