sample-id	md
sample1	8
sample2	8
sample3	7
sample4	9
sample5	5
sample6	2
sample7	8
sample8	7
sample9	6
sample10	2
sample11	9
sample12	4
sample13	2
sample14	9
sample15	2
sample16	9
sample17	5
sample18	4
sample19	4
sample20	3
sample21	9
sample22	8
sample23	5
sample24	5
sample25	9
sample26	3
sample27	5
sample28	8
sample29	5
sample30	5
sample31	6
sample32	4
sample33	2
sample34	4
sample35	3
sample36	8
sample37	4
sample38	3
sample39	4
sample40	7
sample41	4
sample42	4
sample43	2
sample44	7
sample45	1
sample46	5
sample47	7
sample48	6
sample49	2
sample50	3
