sample-id	md
sample1	1
sample2	1
sample3	8
sample4	3
sample5	5
sample6	7
sample7	5
sample8	3
sample9	2
sample10	3
sample11	1
sample12	8
sample13	6
sample14	5
sample15	9
sample16	7
sample17	4
sample18	7
sample19	7
sample20	8
sample21	5
sample22	2
sample23	5
sample24	5
sample25	1
sample26	8
sample27	3
sample28	2
sample29	8
sample30	3
sample31	1
sample32	7
sample33	5
sample34	2
sample35	6
sample36	1
sample37	9
sample38	4
sample39	5
sample40	7
sample41	4
sample42	3
sample43	8
sample44	1
sample45	9
sample46	6
sample47	3
sample48	3
sample49	4
sample50	7
sample51	9
sample52	5
sample53	1
sample54	7
sample55	4
sample56	5
sample57	7
sample58	8
sample59	5
sample60	5
sample61	2
sample62	3
sample63	7
sample64	2
sample65	8
sample66	1
sample67	1
sample68	2
sample69	3
sample70	4
sample71	7
sample72	2
sample73	6
sample74	6
sample75	8
sample76	6
sample77	2
sample78	6
sample79	2
sample80	7
sample81	4
sample82	8
sample83	9
sample84	8
sample85	1
sample86	5
sample87	5
sample88	5
sample89	3
sample90	1
sample91	7
sample92	8
sample93	9
sample94	6
sample95	3
sample96	7
sample97	6
sample98	3
sample99	4
sample100	2
